movie_name,conversation_id,utterance_id,turn_index,utterance_order,speaker_id,speaker_name,listener_id,listener_name,current_turn,current_text,context_text,num_prev_turns,prev_turn_1,prev_turn_2,prev_turn_3,prev_turn_4,prev_turn_5,prev_turn_6
amadeus,L30544,L30551,7,7,u260,SALIERI,u255,MOZART,SALIERI: Of course not.,Of course not.,"SALIERI: You don't mean to tell me you are living in poverty?
MOZART: No, but I'm broke. I'm always broke. I don't know why.
SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.
MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.
MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",6,SALIERI: You don't mean to tell me you are living in poverty?,"MOZART: No, but I'm broke. I'm always broke. I don't know why.","SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.","MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!","SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.","MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!"
amadeus,L30544,L30552,8,8,u255,MOZART,u260,SALIERI,MOZART: Do you have a daughter?,Do you have a daughter?,"MOZART: No, but I'm broke. I'm always broke. I don't know why.
SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.
MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.
MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
SALIERI: Of course not.",6,"MOZART: No, but I'm broke. I'm always broke. I don't know why.","SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.","MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!","SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.","MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",SALIERI: Of course not.
amadeus,L30544,L30553,9,9,u260,SALIERI,u255,MOZART,SALIERI: I'm afraid not.,I'm afraid not.,"SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.
MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.
MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
SALIERI: Of course not.
MOZART: Do you have a daughter?",6,"SALIERI: It has been said, my friend, that you are inclined to live somewhat above your means.","MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!","SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.","MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",SALIERI: Of course not.,MOZART: Do you have a daughter?
amadeus,L30544,L30554,10,10,u255,MOZART,u260,SALIERI,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.
MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
SALIERI: Of course not.
MOZART: Do you have a daughter?
SALIERI: I'm afraid not.",6,"MOZART: How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!","SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.","MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",SALIERI: Of course not.,MOZART: Do you have a daughter?,SALIERI: I'm afraid not.
amadeus,L30544,L30555,11,11,u260,SALIERI,u255,MOZART,"SALIERI: Ah, how exciting! Tell me more.","Ah, how exciting! Tell me more.","SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.
MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
SALIERI: Of course not.
MOZART: Do you have a daughter?
SALIERI: I'm afraid not.
MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!",6,"SALIERI: How is that possible? You give concerts, don't you? I hear they are quite successful.","MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",SALIERI: Of course not.,MOZART: Do you have a daughter?,SALIERI: I'm afraid not.,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!"
amadeus,L30544,L30556,12,12,u255,MOZART,u260,SALIERI,MOZART: I'd better not. It's a bit of a secret.,I'd better not. It's a bit of a secret.,"MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
SALIERI: Of course not.
MOZART: Do you have a daughter?
SALIERI: I'm afraid not.
MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
SALIERI: Ah, how exciting! Tell me more.",6,"MOZART: They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!",SALIERI: Of course not.,MOZART: Do you have a daughter?,SALIERI: I'm afraid not.,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","SALIERI: Ah, how exciting! Tell me more."
amadeus,L30544,L30557,13,13,u260,SALIERI,u255,MOZART,"SALIERI: Come, come, Mozart; I'm interested. Truly.","Come, come, Mozart; I'm interested. Truly.","SALIERI: Of course not.
MOZART: Do you have a daughter?
SALIERI: I'm afraid not.
MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
SALIERI: Ah, how exciting! Tell me more.
MOZART: I'd better not. It's a bit of a secret.",6,SALIERI: Of course not.,MOZART: Do you have a daughter?,SALIERI: I'm afraid not.,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","SALIERI: Ah, how exciting! Tell me more.",MOZART: I'd better not. It's a bit of a secret.
amadeus,L30544,L30558,14,14,u255,MOZART,u260,SALIERI,"MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?","Actually, it's a big secret. Oh, this is delicious! What is it?","MOZART: Do you have a daughter?
SALIERI: I'm afraid not.
MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
SALIERI: Ah, how exciting! Tell me more.
MOZART: I'd better not. It's a bit of a secret.
SALIERI: Come, come, Mozart; I'm interested. Truly.",6,MOZART: Do you have a daughter?,SALIERI: I'm afraid not.,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","SALIERI: Ah, how exciting! Tell me more.",MOZART: I'd better not. It's a bit of a secret.,"SALIERI: Come, come, Mozart; I'm interested. Truly."
amadeus,L30544,L30559,15,15,u260,SALIERI,u255,MOZART,SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,"SALIERI: I'm afraid not.
MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
SALIERI: Ah, how exciting! Tell me more.
MOZART: I'd better not. It's a bit of a secret.
SALIERI: Come, come, Mozart; I'm interested. Truly.
MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",6,SALIERI: I'm afraid not.,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","SALIERI: Ah, how exciting! Tell me more.",MOZART: I'd better not. It's a bit of a secret.,"SALIERI: Come, come, Mozart; I'm interested. Truly.","MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?"
amadeus,L30544,L30560,16,16,u255,MOZART,u260,SALIERI,MOZART: Ah. Italian?,Ah. Italian?,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
SALIERI: Ah, how exciting! Tell me more.
MOZART: I'd better not. It's a bit of a secret.
SALIERI: Come, come, Mozart; I'm interested. Truly.
MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?
SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.",6,"MOZART: Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!","SALIERI: Ah, how exciting! Tell me more.",MOZART: I'd better not. It's a bit of a secret.,"SALIERI: Come, come, Mozart; I'm interested. Truly.","MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
amadeus,L30544,L30561,17,17,u260,SALIERI,u255,MOZART,SALIERI: Forgive me. We all have patriotic feelings of some kind.,Forgive me. We all have patriotic feelings of some kind.,"SALIERI: Ah, how exciting! Tell me more.
MOZART: I'd better not. It's a bit of a secret.
SALIERI: Come, come, Mozart; I'm interested. Truly.
MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?
SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
MOZART: Ah. Italian?",6,"SALIERI: Ah, how exciting! Tell me more.",MOZART: I'd better not. It's a bit of a secret.,"SALIERI: Come, come, Mozart; I'm interested. Truly.","MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,MOZART: Ah. Italian?
amadeus,L30544,L30562,18,18,u255,MOZART,u260,SALIERI,"MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?","Two thousand, two hundred florins is all I need A hundred? Fifty?","MOZART: I'd better not. It's a bit of a secret.
SALIERI: Come, come, Mozart; I'm interested. Truly.
MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?
SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
MOZART: Ah. Italian?
SALIERI: Forgive me. We all have patriotic feelings of some kind.",6,MOZART: I'd better not. It's a bit of a secret.,"SALIERI: Come, come, Mozart; I'm interested. Truly.","MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,MOZART: Ah. Italian?,SALIERI: Forgive me. We all have patriotic feelings of some kind.
amadeus,L30544,L30563,19,19,u260,SALIERI,u255,MOZART,SALIERI: What exactly are you working on?,What exactly are you working on?,"SALIERI: Come, come, Mozart; I'm interested. Truly.
MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?
SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
MOZART: Ah. Italian?
SALIERI: Forgive me. We all have patriotic feelings of some kind.
MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?",6,"SALIERI: Come, come, Mozart; I'm interested. Truly.","MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,MOZART: Ah. Italian?,SALIERI: Forgive me. We all have patriotic feelings of some kind.,"MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?"
amadeus,L30544,L30564,20,20,u255,MOZART,u260,SALIERI,MOZART: I can't say. Really,I can't say. Really,"MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?
SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
MOZART: Ah. Italian?
SALIERI: Forgive me. We all have patriotic feelings of some kind.
MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?
SALIERI: What exactly are you working on?",6,"MOZART: Actually, it's a big secret. Oh, this is delicious! What is it?",SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,MOZART: Ah. Italian?,SALIERI: Forgive me. We all have patriotic feelings of some kind.,"MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?",SALIERI: What exactly are you working on?
amadeus,L30544,L30565,21,21,u260,SALIERI,u255,MOZART,"SALIERI: I don't think you should become known in Vienna as a debtor, Mozart. However, I know a very distinguished gentleman I could recommend to you. And he has a daughter. Will that do?","I don't think you should become known in Vienna as a debtor, Mozart. However, I know a very distinguished gentleman I could recommend to you. And he has a daughter. Will that do?","SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
MOZART: Ah. Italian?
SALIERI: Forgive me. We all have patriotic feelings of some kind.
MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?
SALIERI: What exactly are you working on?
MOZART: I can't say. Really",6,SALIERI: Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,MOZART: Ah. Italian?,SALIERI: Forgive me. We all have patriotic feelings of some kind.,"MOZART: Two thousand, two hundred florins is all I need A hundred? Fifty?",SALIERI: What exactly are you working on?,MOZART: I can't say. Really
amadeus,L30566,L30566,0,0,u262,SCHLUMBERG,,,"SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.","Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.",,0,,,,,,
amadeus,L30566,L30567,1,1,u255,MOZART,u262,SCHLUMBERG,MOZART: And which one of them do you want me to teach?,And which one of them do you want me to teach?,"SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.",1,,,,,,"SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children."
amadeus,L30566,L30568,2,2,u262,SCHLUMBERG,u255,MOZART,"SCHLUMBERG: What? Ha-ha! That's funny - I like it. Which one, eh? You're a funny fellow. Hannah! Come this way.","What? Ha-ha! That's funny - I like it. Which one, eh? You're a funny fellow. Hannah! Come this way.","SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.
MOZART: And which one of them do you want me to teach?",2,,,,,"SCHLUMBERG: Quiet! Quiet! Quiet! Down there, damn you. Welcome to you. Pay no attention, they're impossible. Stop it, you willful things! Come this way. Just ignore them. They're perfectly harmless, just willful. I treat them just like my own children.",MOZART: And which one of them do you want me to teach?
amadeus,L30570,L30570,0,0,u262,SCHLUMBERG,,,SCHLUMBERG: You won't be teaching this one either. She's my wife.,You won't be teaching this one either. She's my wife.,,0,,,,,,
amadeus,L30570,L30571,1,1,u255,MOZART,u262,SCHLUMBERG,MOZART: Madame.,Madame.,SCHLUMBERG: You won't be teaching this one either. She's my wife.,1,,,,,,SCHLUMBERG: You won't be teaching this one either. She's my wife.
amadeus,L30570,L30572,2,2,u262,SCHLUMBERG,u255,MOZART,"SCHLUMBERG: This is Herr Mozart, my dear. The young man Herr Salieri recommended to teach our Gertrude. Where is she?","This is Herr Mozart, my dear. The young man Herr Salieri recommended to teach our Gertrude. Where is she?","SCHLUMBERG: You won't be teaching this one either. She's my wife.
MOZART: Madame.",2,,,,,SCHLUMBERG: You won't be teaching this one either. She's my wife.,MOZART: Madame.
amadeus,L30573,L30573,0,0,u250,FRAU SCHLUMBERG,,,FRAU SCHLUMBERG: Upstairs.,Upstairs.,,0,,,,,,
amadeus,L30573,L30574,1,1,u262,SCHLUMBERG,u250,FRAU SCHLUMBERG,SCHLUMBERG: Gertrude!,Gertrude!,FRAU SCHLUMBERG: Upstairs.,1,,,,,,FRAU SCHLUMBERG: Upstairs.
amadeus,L30573,L30575,2,2,u250,FRAU SCHLUMBERG,u262,SCHLUMBERG,FRAU SCHLUMBERG: You can't be Herr Mozart!,You can't be Herr Mozart!,"FRAU SCHLUMBERG: Upstairs.
SCHLUMBERG: Gertrude!",2,,,,,FRAU SCHLUMBERG: Upstairs.,SCHLUMBERG: Gertrude!
amadeus,L30576,L30576,0,0,u255,MOZART,,,MOZART: I'm afraid I am.,I'm afraid I am.,,0,,,,,,
amadeus,L30576,L30577,1,1,u262,SCHLUMBERG,u255,MOZART,"SCHLUMBERG: Of course, it's him. Who do you think it is?","Of course, it's him. Who do you think it is?",MOZART: I'm afraid I am.,1,,,,,,MOZART: I'm afraid I am.
amadeus,L30578,L30578,0,0,u250,FRAU SCHLUMBERG,,,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,I've heard about you for ages! I thought you must be an old man.,,0,,,,,,
amadeus,L30578,L30579,1,1,u262,SCHLUMBERG,u250,FRAU SCHLUMBERG,SCHLUMBERG: Gertrude!,Gertrude!,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,1,,,,,,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
amadeus,L30578,L30580,2,2,u250,FRAU SCHLUMBERG,u262,SCHLUMBERG,"FRAU SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.","It's such an honour for us to have you here, Herr Mozart. And for Gertrude.","FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
SCHLUMBERG: Gertrude!",2,,,,,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,SCHLUMBERG: Gertrude!
amadeus,L30578,L30581,3,3,u262,SCHLUMBERG,u250,FRAU SCHLUMBERG,"SCHLUMBERG: People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so.","People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so.","FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
SCHLUMBERG: Gertrude!
FRAU SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.",3,,,,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,SCHLUMBERG: Gertrude!,"FRAU SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude."
amadeus,L30578,L30582,4,4,u250,FRAU SCHLUMBERG,u262,SCHLUMBERG,"FRAU SCHLUMBERG: Michael, please! I'm sure you will find her most willing, Herr Mozart. She's really very excited. She's been preparing all morning.","Michael, please! I'm sure you will find her most willing, Herr Mozart. She's really very excited. She's been preparing all morning.","FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.
SCHLUMBERG: Gertrude!
FRAU SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.
SCHLUMBERG: People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so.",4,,,FRAU SCHLUMBERG: I've heard about you for ages! I thought you must be an old man.,SCHLUMBERG: Gertrude!,"FRAU SCHLUMBERG: It's such an honour for us to have you here, Herr Mozart. And for Gertrude.","SCHLUMBERG: People who know say the girl's got talent. You must judge for yourself. If you think she stinks, say so."
amadeus,L30583,L30583,0,0,u255,MOZART,,,MOZART: Really?,Really?,,0,,,,,,
amadeus,L30583,L30584,1,1,u250,FRAU SCHLUMBERG,u255,MOZART,"FRAU SCHLUMBERG: Ah, now! Here she comes.","Ah, now! Here she comes.",MOZART: Really?,1,,,,,,MOZART: Really?
amadeus,L30585,L30585,0,0,u255,MOZART,,,"MOZART: Good morning, Fraulein Schlumberg.","Good morning, Fraulein Schlumberg.",,0,,,,,,
amadeus,L30585,L30586,1,1,u262,SCHLUMBERG,u255,MOZART,"SCHLUMBERG: Strudel, this is Herr Mozart. Say good morning.","Strudel, this is Herr Mozart. Say good morning.","MOZART: Good morning, Fraulein Schlumberg.",1,,,,,,"MOZART: Good morning, Fraulein Schlumberg."
amadeus,L30587,L30587,0,0,u250,FRAU SCHLUMBERG,,,"FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?","Perhaps a little refreshment first? A little coffee, or a little chocolate?",,0,,,,,,
amadeus,L30587,L30588,1,1,u255,MOZART,u250,FRAU SCHLUMBERG,"MOZART: I'd like a little wine, if you have it.","I'd like a little wine, if you have it.","FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?",1,,,,,,"FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?"
amadeus,L30587,L30589,2,2,u250,FRAU SCHLUMBERG,u255,MOZART,FRAU SCHLUMBERG: Wine?,Wine?,"FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?
MOZART: I'd like a little wine, if you have it.",2,,,,,"FRAU SCHLUMBERG: Perhaps a little refreshment first? A little coffee, or a little chocolate?","MOZART: I'd like a little wine, if you have it."
amadeus,L30597,L30597,0,0,u262,SCHLUMBERG,,,"SCHLUMBERG: Never mind, Strudel. It's part of music, getting used to an audience. Aren't I right, Herr Mozart?","Never mind, Strudel. It's part of music, getting used to an audience. Aren't I right, Herr Mozart?",,0,,,,,,
amadeus,L30597,L30598,1,1,u255,MOZART,u262,SCHLUMBERG,"MOZART: Well, yes! on the whole. I suppose. How long have you been playing, Fraulein?","Well, yes! on the whole. I suppose. How long have you been playing, Fraulein?","SCHLUMBERG: Never mind, Strudel. It's part of music, getting used to an audience. Aren't I right, Herr Mozart?",1,,,,,,"SCHLUMBERG: Never mind, Strudel. It's part of music, getting used to an audience. Aren't I right, Herr Mozart?"
amadeus,L30599,L30599,0,0,u250,FRAU SCHLUMBERG,,,FRAU SCHLUMBERG: Just one year.,Just one year.,,0,,,,,,
amadeus,L30599,L30600,1,1,u255,MOZART,u250,FRAU SCHLUMBERG,MOZART: Who was your teacher?,Who was your teacher?,FRAU SCHLUMBERG: Just one year.,1,,,,,,FRAU SCHLUMBERG: Just one year.
amadeus,L30599,L30601,2,2,u250,FRAU SCHLUMBERG,u255,MOZART,FRAU SCHLUMBERG: I was. But she quite outgrew the little I could show her.,I was. But she quite outgrew the little I could show her.,"FRAU SCHLUMBERG: Just one year.
MOZART: Who was your teacher?",2,,,,,FRAU SCHLUMBERG: Just one year.,MOZART: Who was your teacher?
amadeus,L30599,L30602,3,3,u255,MOZART,u250,FRAU SCHLUMBERG,"MOZART: Thank you, Madame. Come on now - courage. Play me something you know.","Thank you, Madame. Come on now - courage. Play me something you know.","FRAU SCHLUMBERG: Just one year.
MOZART: Who was your teacher?
FRAU SCHLUMBERG: I was. But she quite outgrew the little I could show her.",3,,,,FRAU SCHLUMBERG: Just one year.,MOZART: Who was your teacher?,FRAU SCHLUMBERG: I was. But she quite outgrew the little I could show her.
amadeus,L30605,L30605,0,0,u262,SCHLUMBERG,,,SCHLUMBERG: I said play!,I said play!,,0,,,,,,
amadeus,L30605,L30606,1,1,u250,FRAU SCHLUMBERG,u262,SCHLUMBERG,FRAU SCHLUMBERG: Michael!,Michael!,SCHLUMBERG: I said play!,1,,,,,,SCHLUMBERG: I said play!
amadeus,L30614,L30614,0,0,u262,SCHLUMBERG,,,"SCHLUMBERG: It's a miracle, Herr Mozart!","It's a miracle, Herr Mozart!",,0,,,,,,
amadeus,L30614,L30615,1,1,u255,MOZART,u262,SCHLUMBERG,"MOZART: Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!","Well, I'm a good teacher. The next time you wish me to instruct another of your dogs, please let me know. Goodbye, Fraulein, goodbye, Madame! goodbye, Sir!","SCHLUMBERG: It's a miracle, Herr Mozart!",1,,,,,,"SCHLUMBERG: It's a miracle, Herr Mozart!"
amadeus,L30616,L30616,0,0,u250,FRAU SCHLUMBERG,,,FRAU SCHLUMBERG: What a strange young man.,What a strange young man.,,0,,,,,,
