example_id,movie_name,conversation_id,utterance_id,speaker_name,listener_name,context_6_turns,current_text,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
dead poets society__conv_L157699__utt_L157701,dead poets society,L157699,L157701,BUBBA,KNOX,"1. BUBBA: So what the hell's Mutt been up to?
2. KNOX to BUBBA: Actually I don't really know Mutt.",To fucking Mutt.,,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
dead poets society__conv_L157704__utt_L157704,dead poets society,L157704,L157704,BUBBA,,,"Well, I'd better find Patsy.  Say hello to Mutt for me.",,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157704__utt_L157705,dead poets society,L157704,L157705,KNOX,BUBBA,"1. BUBBA: Well, I'd better find Patsy.  Say hello to Mutt for me.",Will do.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157708__utt_L157708,dead poets society,L157708,L157708,GLORIA,,,Yeah!    Don't you guys miss having girls here?,,,unclear,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157708__utt_L157709,dead poets society,L157708,L157709,CHARLIE,GLORIA,1. GLORIA: Yeah!    Don't you guys miss having girls here?,"Miss it?  It drives us crazy.  That's part of what this club is about.  In fact, I'd like to announce that I've published an article in the school paper, in the name of the Dead Poets society, demanding girls be admitted to Welton, so we can all stop beating off.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157710__utt_L157710,dead poets society,L157710,L157710,NEIL,,,You what?!  How did you do that?,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157710__utt_L157711,dead poets society,L157710,L157711,CHARLIE,NEIL,1. NEIL: You what?!  How did you do that?,I'm one of the proofers.  I slipped the article in.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157712__utt_L157712,dead poets society,L157712,L157712,PITTS,,,"Oh God, it's over now!",,,unclear,unclear,neutral_respect,unclear
dead poets society__conv_L157712__utt_L157713,dead poets society,L157712,L157713,CHARLIE,PITTS,"1. PITTS: Oh God, it's over now!",Why? Nobody knows who we are.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157712__utt_L157714,dead poets society,L157712,L157714,PITTS,CHARLIE,"1. PITTS: Oh God, it's over now!
2. CHARLIE to PITTS: Why? Nobody knows who we are.","Don't you think they'll figure out who did it?!  Don't you know they'll come to you and demand to know what the Dead Poets Society is?   Charlie, you had no right to do something like that!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157712__utt_L157715,dead poets society,L157712,L157715,CHARLIE,PITTS,"1. PITTS: Oh God, it's over now!
2. CHARLIE to PITTS: Why? Nobody knows who we are.
3. PITTS to CHARLIE: Don't you think they'll figure out who did it?!  Don't you know they'll come to you and demand to know what the Dead Poets Society is?   Charlie, you had no right to do something like that!","It's Nuwanda, Cameron.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157716__utt_L157716,dead poets society,L157716,L157716,GLORIA,,,"That's right, it's Nuwanda.",,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157716__utt_L157717,dead poets society,L157716,L157717,CHARLIE,GLORIA,"1. GLORIA: That's right, it's Nuwanda.","And are we just playing around out here or do we mean what we say?  If all we do is come and read a bunch of poems to each other, what the hell are we doing?",,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
dead poets society__conv_L157718__utt_L157718,dead poets society,L157718,L157718,NEIL,,,"You still shouldn't have done it, Charlie.  You don't speak for the club.",,,roughly_equal_power,roughly_equal_power,low_respect,neutral_respect
dead poets society__conv_L157718__utt_L157719,dead poets society,L157718,L157719,CHARLIE,NEIL,"1. NEIL: You still shouldn't have done it, Charlie.  You don't speak for the club.","Hey, would you not worry about your precious little necks?  If they catch me, I'll tell them I made it up.  All your asses are safe.  Look, Gloria and Tina didn't come here to listen to us argue. Are we gonna have a meeting or what?",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157735__utt_L157735,dead poets society,L157735,L157735,KNOX,,,carpe breastum.  Seize the breast.,,,unclear,roughly_equal_power,low_respect,neutral_respect
dead poets society__conv_L157735__utt_L157736,dead poets society,L157735,L157736,CHRIS,KNOX,1. KNOX: carpe breastum.  Seize the breast.,Huh?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157738__utt_L157738,dead poets society,L157738,L157738,CHRIS,,,"Oh Chet, that feels fabulous,",,,roughly_equal_power,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157738__utt_L157739,dead poets society,L157738,L157739,CHET,CHRIS,"1. CHRIS: Oh Chet, that feels fabulous,",It does?  What?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157738__utt_L157740,dead poets society,L157738,L157740,CHRIS,CHET,"1. CHRIS: Oh Chet, that feels fabulous,
2. CHET to CHRIS: It does?  What?","You know,",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157741__utt_L157741,dead poets society,L157741,L157741,CHRIS,,,Don't stop.,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157741__utt_L157742,dead poets society,L157741,L157742,CHET,CHRIS,1. CHRIS: Don't stop.,Stop what?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157741__utt_L157743,dead poets society,L157741,L157743,CHRIS,CHET,"1. CHRIS: Don't stop.
2. CHET to CHRIS: Stop what?",Chet...,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157745__utt_L157745,dead poets society,L157745,L157745,CHET,,,What are you doing?!,,,unclear,unclear,low_respect,low_respect
dead poets society__conv_L157745__utt_L157746,dead poets society,L157745,L157746,CHRIS,CHET,1. CHET: What are you doing?!,Knox?!,,,roughly_equal_power,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157749__utt_L157749,dead poets society,L157749,L157749,CHET,,,You fucked up little prick!,,,unclear,unclear,low_respect,low_respect
dead poets society__conv_L157749__utt_L157750,dead poets society,L157749,L157750,CHRIS,CHET,1. CHET: You fucked up little prick!,"Chet, you don't have to hurt him.",,,roughly_equal_power,listener_higher_power,high_respect,neutral_respect
dead poets society__conv_L157757__utt_L157757,dead poets society,L157757,L157757,CHARLIE,,,"Hey guys, why don't you show Tina the Dead Poets garden?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157757__utt_L157758,dead poets society,L157757,L157758,MEEKS,CHARLIE,"1. CHARLIE: Hey guys, why don't you show Tina the Dead Poets garden?",Garden?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157765__utt_L157765,dead poets society,L157765,L157765,GLORIA,,,I think he's sweet.,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157765__utt_L157766,dead poets society,L157765,L157766,CHARLIE,GLORIA,1. GLORIA: I think he's sweet.,I think you're sweet.,,,roughly_equal_power,roughly_equal_power,high_respect,neutral_respect
dead poets society__conv_L157767__utt_L157767,dead poets society,L157767,L157767,GLORIA,,,You know what really excites me about you?,,,unclear,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157767__utt_L157768,dead poets society,L157767,L157768,CHARLIE,GLORIA,1. GLORIA: You know what really excites me about you?,What?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157767__utt_L157769,dead poets society,L157767,L157769,GLORIA,CHARLIE,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?",Every guy that I meet wants me for one thing my body.  You're not like that.,roughly_equal_power,high_respect,roughly_equal_power,roughly_equal_power,high_respect,high_respect
dead poets society__conv_L157767__utt_L157770,dead poets society,L157767,L157770,CHARLIE,GLORIA,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.",I'm not?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157767__utt_L157771,dead poets society,L157767,L157771,GLORIA,CHARLIE,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?",No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157767__utt_L157772,dead poets society,L157767,L157772,CHARLIE,GLORIA,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.",But...,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157767__utt_L157773,dead poets society,L157767,L157773,GLORIA,CHARLIE,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.
6. CHARLIE to GLORIA: But...",Please!    It's so wonderful to be appreciated for my mind!,roughly_equal_power,high_respect,roughly_equal_power,roughly_equal_power,high_respect,high_respect
dead poets society__conv_L157774__utt_L157774,dead poets society,L157774,L157774,GLORIA,,,Nuwanda?  Please?,,,listener_higher_power,roughly_equal_power,high_respect,high_respect
dead poets society__conv_L157774__utt_L157775,dead poets society,L157774,L157775,CHARLIE,GLORIA,1. GLORIA: Nuwanda?  Please?,"All right!  I'm thinking!  ""Let me not to the marriage of true minds Admit impediments; love is not love Which alters when it alteration finds Or bends with the remover to remove.""",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157776__utt_L157776,dead poets society,L157776,L157776,GLORIA,,,Don't stop.,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157776__utt_L157777,dead poets society,L157776,L157777,CHARLIE,GLORIA,1. GLORIA: Don't stop.,"""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""",roughly_equal_power,high_respect,roughly_equal_power,roughly_equal_power,high_respect,high_respect
dead poets society__conv_L157776__utt_L157778,dead poets society,L157776,L157778,GLORIA,CHARLIE,"1. GLORIA: Don't stop.
2. CHARLIE to GLORIA: ""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""",This is better than sex any day.  This is romance!,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157781__utt_L157781,dead poets society,L157781,L157781,CHARLIE,,,"Welton Academy, hello?  Yes, he is, just a moment.  Mr. Nolan, it's for you.",listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157781__utt_L157782,dead poets society,L157781,L157782,NOLAN,CHARLIE,"1. CHARLIE: Welton Academy, hello?  Yes, he is, just a moment.  Mr. Nolan, it's for you.",what?!,,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
dead poets society__conv_L157785__utt_L157785,dead poets society,L157785,L157785,NOLAN,,,Who else was involved in this?,,,unclear,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157785__utt_L157786,dead poets society,L157785,L157786,CHARLIE,NOLAN,1. NOLAN: Who else was involved in this?,"No one, sir.  It was just me.  I did the proofing so I inserted my article in place of Rob Crane's.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157785__utt_L157787,dead poets society,L157785,L157787,NOLAN,CHARLIE,"1. NOLAN: Who else was involved in this?
2. CHARLIE to NOLAN: No one, sir.  It was just me.  I did the proofing so I inserted my article in place of Rob Crane's.","Mr. Dalton, if you think you're the first to try to get thrown out of this school, think again.  Others have had similar actions and they have failed just as surely as you will fail.  Bend over and grab your shins.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157791__utt_L157791,dead poets society,L157791,L157791,NOLAN,,,Do you still insist that this was your idea and your idea alone?,,,unclear,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157791__utt_L157792,dead poets society,L157791,L157792,CHARLIE,NOLAN,1. NOLAN: Do you still insist that this was your idea and your idea alone?,Yes... sir.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157791__utt_L157793,dead poets society,L157791,L157793,NOLAN,CHARLIE,"1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.","What is this ""Dead Potts Society""?  I want names.",,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
dead poets society__conv_L157791__utt_L157794,dead poets society,L157791,L157794,CHARLIE,NOLAN,"1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.","It's only me, Mr. Nolan.  I swear. I made it up.",listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157791__utt_L157795,dead poets society,L157791,L157795,NOLAN,CHARLIE,"1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.
4. CHARLIE to NOLAN: It's only me, Mr. Nolan.  I swear. I made it up.","If I find that there are others, Mr. Dalton, they will be expelled and you will remain enrolled.  Stand up.",speaker_higher_power,low_respect,speaker_higher_power,speaker_higher_power,low_respect,low_respect
dead poets society__conv_L157797__utt_L157797,dead poets society,L157797,L157797,NEIL,,,What happened? Were you kicked out?,,,unclear,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157797__utt_L157798,dead poets society,L157797,L157798,CHARLIE,NEIL,1. NEIL: What happened? Were you kicked out?,No.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157797__utt_L157799,dead poets society,L157797,L157799,NEIL,CHARLIE,"1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.",What happened?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157797__utt_L157800,dead poets society,L157797,L157800,CHARLIE,NEIL,"1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.
3. NEIL to CHARLIE: What happened?","I'm supposed to turn everybody in, apologize to the school and all will be forgiven.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157801__utt_L157801,dead poets society,L157801,L157801,NEIL,,,What are you going to do? - Charlie?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157801__utt_L157802,dead poets society,L157801,L157802,CHARLIE,NEIL,1. NEIL: What are you going to do? - Charlie?,"Damn it, Neil, the name is Nuwanda.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect
dead poets society__conv_L157804__utt_L157804,dead poets society,L157804,L157804,NOLAN,,,"This was my first classroom, John, did you know that?  My first desk.",,,unclear,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157805,dead poets society,L157804,L157805,KEATING,NOLAN,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.",I didn't know you taught.,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157806,dead poets society,L157804,L157806,NOLAN,KEATING,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.","English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157807,dead poets society,L157804,L157807,KEATING,NOLAN,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.",Your reprimand made quite an impression I'm sure.,,,listener_higher_power,listener_higher_power,neutral_respect,low_respect
dead poets society__conv_L157804__utt_L157808,dead poets society,L157804,L157808,NOLAN,KEATING,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.",What was going on in the courtyard the other day?,,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157809,dead poets society,L157804,L157809,KEATING,NOLAN,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?",Courtyard?,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157810,dead poets society,L157804,L157810,NOLAN,KEATING,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?
6. KEATING to NOLAN: Courtyard?",Boys marching.  Clapping in unison.,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157811,dead poets society,L157804,L157811,KEATING,NOLAN,"1. KEATING to NOLAN: I didn't know you taught.
2. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
3. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
4. NOLAN to KEATING: What was going on in the courtyard the other day?
5. KEATING to NOLAN: Courtyard?
6. NOLAN to KEATING: Boys marching.  Clapping in unison.",Oh that. That was an exercise to prove a point.  About the evils of conformity.,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157812,dead poets society,L157804,L157812,NOLAN,KEATING,"1. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
2. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
3. NOLAN to KEATING: What was going on in the courtyard the other day?
4. KEATING to NOLAN: Courtyard?
5. NOLAN to KEATING: Boys marching.  Clapping in unison.
6. KEATING to NOLAN: Oh that. That was an exercise to prove a point.  About the evils of conformity.","John, the curriculum here is set.  It's proven.  It works.  If you question it, what's to prevent them from doing the same?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157813,dead poets society,L157804,L157813,KEATING,NOLAN,"1. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
2. NOLAN to KEATING: What was going on in the courtyard the other day?
3. KEATING to NOLAN: Courtyard?
4. NOLAN to KEATING: Boys marching.  Clapping in unison.
5. KEATING to NOLAN: Oh that. That was an exercise to prove a point.  About the evils of conformity.
6. NOLAN to KEATING: John, the curriculum here is set.  It's proven.  It works.  If you question it, what's to prevent them from doing the same?",I always thought education was learning to think for yourself.,,,roughly_equal_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157804__utt_L157814,dead poets society,L157804,L157814,NOLAN,KEATING,"1. NOLAN to KEATING: What was going on in the courtyard the other day?
2. KEATING to NOLAN: Courtyard?
3. NOLAN to KEATING: Boys marching.  Clapping in unison.
4. KEATING to NOLAN: Oh that. That was an exercise to prove a point.  About the evils of conformity.
5. NOLAN to KEATING: John, the curriculum here is set.  It's proven.  It works.  If you question it, what's to prevent them from doing the same?
6. KEATING to NOLAN: I always thought education was learning to think for yourself.","At these boys' age? Not on your life! Tradition, John.  Discipline.  Prepare them for college, and the rest will take care of itself.",,,listener_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157817__utt_L157817,dead poets society,L157817,L157817,CHARLIE,,,Mr. Keating!,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157817__utt_L157818,dead poets society,L157817,L157818,KEATING,CHARLIE,1. CHARLIE: Mr. Keating!,"I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.",,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
dead poets society__conv_L157817__utt_L157819,dead poets society,L157817,L157819,CHARLIE,KEATING,"1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.",You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?,listener_higher_power,low_respect,listener_higher_power,listener_higher_power,low_respect,low_respect
dead poets society__conv_L157817__utt_L157820,dead poets society,L157817,L157820,KEATING,CHARLIE,"1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.
3. CHARLIE to KEATING: You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?","Sucking out the marrow doesn't mean getting the bone stuck in your throat, Charles.  You still have responsibilities to yourself and those who care about you.",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157817__utt_L157821,dead poets society,L157817,L157821,CHARLIE,KEATING,"1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.
3. CHARLIE to KEATING: You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?
4. KEATING to CHARLIE: Sucking out the marrow doesn't mean getting the bone stuck in your throat, Charles.  You still have responsibilities to yourself and those who care about you.",But I thought-,listener_higher_power,neutral_respect,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157822__utt_L157822,dead poets society,L157822,L157822,CHARLIE,,,Yeah?  Like what?,,,unclear,unclear,neutral_respect,neutral_respect
dead poets society__conv_L157822__utt_L157823,dead poets society,L157822,L157823,KEATING,CHARLIE,1. CHARLIE: Yeah?  Like what?,"Like, if nothing else, the opportunity to attend my classes, understand?",speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157822__utt_L157824,dead poets society,L157822,L157824,CHARLIE,KEATING,"1. CHARLIE: Yeah?  Like what?
2. KEATING to CHARLIE: Like, if nothing else, the opportunity to attend my classes, understand?",Yes sir.,listener_higher_power,high_respect,listener_higher_power,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157822__utt_L157825,dead poets society,L157822,L157825,KEATING,CHARLIE,"1. CHARLIE: Yeah?  Like what?
2. KEATING to CHARLIE: Like, if nothing else, the opportunity to attend my classes, understand?
3. CHARLIE to KEATING: Yes sir.",So keep your head about you--the lot of you--understood?,speaker_higher_power,neutral_respect,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
dead poets society__conv_L157832__utt_L157832,dead poets society,L157832,L157832,MEEKS,,,"Oh Captain, My Captain.  What if we don't know anything about someone like Rahesh Non?",,,unclear,listener_higher_power,high_respect,high_respect
dead poets society__conv_L157832__utt_L157833,dead poets society,L157832,L157833,KEATING,MEEKS,"1. MEEKS: Oh Captain, My Captain.  What if we don't know anything about someone like Rahesh Non?","Rahesh Non never existed, Mr. Meeks. You make him or someone like him up.  No self important college professor such as this one would dare admit ignorance of such an obviously important figure and you will probably receive a comment similar to the one I received:",,,speaker_higher_power,speaker_higher_power,low_respect,neutral_respect
dead poets society__conv_L157838__utt_L157838,dead poets society,L157838,L157838,NEIL,,,"Here, villain, draw and ready. where art thou?",,,roughly_equal_power,unclear,neutral_respect,low_respect
dead poets society__conv_L157838__utt_L157839,dead poets society,L157838,L157839,TODD,NEIL,"1. NEIL: Here, villain, draw and ready. where art thou?",I will be with thee straight.,,,roughly_equal_power,roughly_equal_power,high_respect,neutral_respect
dead poets society__conv_L157838__utt_L157840,dead poets society,L157838,L157840,NEIL,TODD,"1. NEIL: Here, villain, draw and ready. where art thou?
2. TODD to NEIL: I will be with thee straight.","Follow me then to plainer ground.  God, I love this!",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157838__utt_L157841,dead poets society,L157838,L157841,TODD,NEIL,"1. NEIL: Here, villain, draw and ready. where art thou?
2. TODD to NEIL: I will be with thee straight.
3. NEIL to TODD: Follow me then to plainer ground.  God, I love this!",This play?,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157838__utt_L157842,dead poets society,L157838,L157842,NEIL,TODD,"1. NEIL: Here, villain, draw and ready. where art thou?
2. TODD to NEIL: I will be with thee straight.
3. NEIL to TODD: Follow me then to plainer ground.  God, I love this!
4. TODD to NEIL: This play?","Yes, and acting!  It's got to be one of the most wonderful things in the world. Most people, if they're lucky, live about half an exciting life! If I could get the parts, I could live dozens of lives.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
dead poets society__conv_L157844__utt_L157844,dead poets society,L157844,L157844,NEIL,,,You should come to rehearsals.  I know they need people to work the lights and stuff.,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
