source_zip,source_csv,source_row_index,movie_name,movie_idx,conversation_id,utterance_id,timestamp,speaker_id,reply_to,listener_id,text,movie,line_number,en,pred_translation_error_possible,pred_risk_category_count,pred_risk_categories,pred_risk_confidence_summary,pred_risk_cues,_any_risk,_clean,_risk_idiomatic,_risk_pragmatic,_risk_social,_risk_register,_risk_constraint,_risk_fragmentation,_risk_terminology,_risk_ambiguity,target_risk_count,target_risk_types,risk_source_path,current_text,context_6_turns,final_power_dynamic,final_respect_level,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level,speaker_name,listener_name,relationship_type,global_category,confidence,evidence,status,parse_success,re_source_path
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,286,an officer and a gentleman,m154,L426989,L426992,,u2413,L426991,u2415,Foley's not poor. Buddy of mine in oh-four told me he's the son of a rich doctor down in Louisiana.,an officer and a gentleman,287,Foley's not poor. Buddy of mine in oh-four told me he's the son of a rich doctor down in Louisiana.,1,3,register|constraint|terminology,register:medium|constraint:high|terminology:high,_cue_register_colloquial_strong|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_entity_combo|_cue_terminology_domain_combo,True,False,False,False,False,True,True,False,True,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,Foley's not poor. Buddy of mine in oh-four told me he's the son of a rich doctor down in Louisiana.,"1. ZACK: How about that prick! He told me he wasn't officer material because he grew up poor like me.
2. PERRYMAN to ZACK: He said he grew up poor?
3. ZACK to PERRYMAN: The kid on the windy side of the baker's window. That's how he put it.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,PERRYMAN,ZACK,military_peer,friendship,0.85,"The characters are discussing military-related topics such as being 'officer material' and references to 'oh-four,' suggesting they are peers in a military training context.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,303,an officer and a gentleman,m154,L427009,L427013,,u2415,L427012,u2412,"Naw. You're alone in this world no matter what kinda folks or background you had. Nothing hurts, pard, once you got that one down.",an officer and a gentleman,304,"Naw. You're alone in this world no matter what kinda folks or background you had. Nothing hurts, pard, once you got that one down.",1,3,register|constraint|terminology,register:medium|constraint:high|terminology:medium,_cue_register_colloquial_strong|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_domain_combo,True,False,False,False,False,True,True,False,True,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Naw. You're alone in this world no matter what kinda folks or background you had. Nothing hurts, pard, once you got that one down.","1. ZACK: My old lady swallowed a bottle of pills one day while I was at school.
2. PAULA to ZACK: God.
3. ZACK to PAULA: The thing that really got to me... she didn't leave a note. Nothing. I've always hated her for that.
4. PAULA to ZACK: Does it still hurt?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,romantic_intent,romance,0.85,"Zack is sharing deeply personal emotional trauma regarding his mother's suicide, which indicates a high level of emotional intimacy.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,309,an officer and a gentleman,m154,L427018,L427021,,u2415,L427020,u2405,"Yeah, I sort of thought so myself.",an officer and a gentleman,310,"Yeah, I sort of thought so myself.",1,1,register,register:medium,_cue_register_colloquial_strong,True,False,False,False,False,True,False,False,False,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Yeah, I sort of thought so myself.","1. BYRON: Who's that?
2. ZACK to BYRON: Nobody. Just a girl I've been making it with the last couple of weekends.
3. BYRON to ZACK: Great ass.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,BYRON,military_peer,friendship,0.75,"The speaker and listener engage in informal, familiar peer banter about a woman; the reference to seeing her on 'the last couple of weekends' suggests a restricted schedule consistent with the military training context described in the schema.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,311,an officer and a gentleman,m154,L427018,L427023,,u2415,L427022,u2405,"Yeah, I know.",an officer and a gentleman,312,"Yeah, I know.",1,1,register,register:medium,_cue_register_colloquial_strong,True,False,False,False,False,True,False,False,False,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Yeah, I know.","1. BYRON: Who's that?
2. ZACK to BYRON: Nobody. Just a girl I've been making it with the last couple of weekends.
3. BYRON to ZACK: Great ass.
4. ZACK to BYRON: Yeah, I sort of thought so myself.
5. BYRON to ZACK: Better watch out for that kind, Zackie. You know what they call 'em, don't ya?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,BYRON,friend,friendship,0.85,"The use of the nickname 'Zackie' and the informal discussion of personal relationships indicate a familiar, supportive, and peer-like relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,322,an officer and a gentleman,m154,L427029,L427034,,u2405,L427033,u2415,"Okay, I wrote those things... and yeah, I had big thoughts of getting together with your mom... but when she hit me with being pregnant, I saw who she was. I'd had quiff lay that shit on me before!",an officer and a gentleman,323,"Okay, I wrote those things... and yeah, I had big thoughts of getting together with your mom... but when she hit me with being pregnant, I saw who she was. I'd had quiff lay that shit on me before!",1,3,pragmatic|register|constraint,register:medium|constraint:high,cat2_discourse_markers|_cue_register_colloquial_strong|_cue_register_profanity_count|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_fragmented,True,False,False,True,False,True,True,False,False,False,2,_risk_pragmatic;_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Okay, I wrote those things... and yeah, I had big thoughts of getting together with your mom... but when she hit me with being pregnant, I saw who she was. I'd had quiff lay that shit on me before!","1. ZACK: That's not how she told it. She said you wrote her every week you were away.
2. BYRON to ZACK: I wrote. Not every week...
3. ZACK to BYRON: She said you told her in every letter how much you loved her, how you wanted to marry her, have children with her...
4. BYRON to ZACK: I never said any of that!
5. ZACK to BYRON: I found them, pard, and read them myself, right after she did it!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,BYRON,ZACK,adversarial,adversarial,0.92,"The speaker is engaged in a hostile confrontation with the listener, using derogatory language about the listener's mother and dismissing their past emotional connection.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,323,an officer and a gentleman,m154,L427029,L427035,,u2415,L427034,u2405,"What did you call her? What did I hear you call her, you son of a bitch?",an officer and a gentleman,324,"What did you call her? What did I hear you call her, you son of a bitch?",1,1,register,register:medium,_cue_register_colloquial_strong|_cue_register_profanity_count,True,False,False,False,False,True,False,False,False,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"What did you call her? What did I hear you call her, you son of a bitch?","1. ZACK: That's not how she told it. She said you wrote her every week you were away.
2. BYRON to ZACK: I wrote. Not every week...
3. ZACK to BYRON: She said you told her in every letter how much you loved her, how you wanted to marry her, have children with her...
4. BYRON to ZACK: I never said any of that!
5. ZACK to BYRON: I found them, pard, and read them myself, right after she did it!
6. BYRON to ZACK: Okay, I wrote those things... and yeah, I had big thoughts of getting together with your mom... but when she hit me with being pregnant, I saw who she was. I'd had quiff lay that shit on me before!",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,ZACK,BYRON,adversarial,adversarial,0.95,Zack is confronting Byron with direct personal hostility and an insult ('son of a bitch') in response to Byron's derogatory comments about Zack's mother.,success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,327,an officer and a gentleman,m154,L427038,L427041,,u2415,L427040,u2412,"Hey, will you just leave me alone?",an officer and a gentleman,328,"Hey, will you just leave me alone?",1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Hey, will you just leave me alone?","1. PAULA: What's the matter?
2. ZACK to PAULA: Nothing. Go back to the show, Paula.
3. PAULA to ZACK: I've seen all that a hundred times.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,ZACK,PAULA,romantic_intent,romance,0.85,"The characters are at a social event together, and Paula's concern for Zack's mood ('What's the matter?') and her choice to stay with him despite the show suggests emotional intimacy and a dating relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,328,an officer and a gentleman,m154,L427044,L427044,,u2415,,,Come on. Invite me. All day the idea of a family Sunday dinner's been coming into my head. Since you're the only one I know around here with family...,an officer and a gentleman,329,Come on. Invite me. All day the idea of a family Sunday dinner's been coming into my head. Since you're the only one I know around here with family...,1,2,social|constraint,social:medium|constraint:high,_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_fragmented,True,False,False,False,True,False,True,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,Come on. Invite me. All day the idea of a family Sunday dinner's been coming into my head. Since you're the only one I know around here with family...,,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,,acquaintance,acquaintance,0.85,"Zack explicitly states the listener is the 'only one I know around here,' which establishes a known social relationship that is not yet clearly specified as close or intimate.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,334,an officer and a gentleman,m154,L427052,L427052,,u2411,,,"Paula, how far would you go to catch Zack?",an officer and a gentleman,335,"Paula, how far would you go to catch Zack?",1,2,social|terminology,social:medium|terminology:medium,_cue_social_request_form|_cue_terminology_domain_combo,True,False,False,False,True,False,False,False,True,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Paula, how far would you go to catch Zack?",,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,LYNETTE,,friend,friendship,0.75,"Lynette addresses the listener by her first name, Paula, and discusses a personal topic regarding romantic interests ('how far would you go to catch Zack?'), indicating a familiar relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,336,an officer and a gentleman,m154,L427052,L427054,,u2411,L427053,u2412,You know what I mean. Would you... let yourself get pregnant?,an officer and a gentleman,337,You know what I mean. Would you... let yourself get pregnant?,1,2,pragmatic|social,social:medium,cat2_discourse_markers|_cue_social_request_form,True,False,False,True,True,False,False,False,False,False,2,_risk_social;_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,You know what I mean. Would you... let yourself get pregnant?,"1. LYNETTE: Paula, how far would you go to catch Zack?
2. PAULA to LYNETTE: What do you mean?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,LYNETTE,PAULA,friend,friendship,0.85,"The characters discuss personal romantic strategies and use first names, indicating a familiar and informal peer relationship.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,337,an officer and a gentleman,m154,L427052,L427055,,u2412,L427054,u2411,No way... Would you?,an officer and a gentleman,338,No way... Would you?,1,1,social,social:medium,_cue_social_request_form,True,False,False,False,True,False,False,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,No way... Would you?,"1. LYNETTE: Paula, how far would you go to catch Zack?
2. PAULA to LYNETTE: What do you mean?
3. LYNETTE to PAULA: You know what I mean. Would you... let yourself get pregnant?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,PAULA,LYNETTE,friend,friendship,0.85,"The characters are engaging in an informal, familiar conversation about personal romantic strategies and intimate topics, suggesting a peer relationship without military or authority cues.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,339,an officer and a gentleman,m154,L427052,L427057,,u2412,L427056,u2411,"That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.",an officer and a gentleman,340,"That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.",1,3,pragmatic|constraint|terminology,constraint:high|terminology:high,cat2_discourse_markers|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_rare_strong|_cue_terminology_domain_combo,True,False,False,True,False,False,True,False,True,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.","1. LYNETTE: Paula, how far would you go to catch Zack?
2. PAULA to LYNETTE: What do you mean?
3. LYNETTE to PAULA: You know what I mean. Would you... let yourself get pregnant?
4. PAULA to LYNETTE: No way... Would you?
5. LYNETTE to PAULA: I never used to think I'd do something like that, but now I'm not so sure. You ask me, nine weeks just ain't long enough to get a guy to fall in love with you.",roughly_equal_power,low_respect,roughly_equal_power,roughly_equal_power,low_respect,low_respect,PAULA,LYNETTE,friend,friendship,0.85,"The speaker and listener are engaging in an informal, familiar discussion about personal relationships and moral choices, using first names.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,342,an officer and a gentleman,m154,L427052,L427060,,u2411,L427059,u2412,I do.,an officer and a gentleman,343,I do.,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_pronoun_heavy,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,I do.,"1. LYNETTE to PAULA: You know what I mean. Would you... let yourself get pregnant?
2. PAULA to LYNETTE: No way... Would you?
3. LYNETTE to PAULA: I never used to think I'd do something like that, but now I'm not so sure. You ask me, nine weeks just ain't long enough to get a guy to fall in love with you.
4. PAULA to LYNETTE: That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.
5. LYNETTE to PAULA: No more backward, if you ask me, than the way these hotshot assholes fuck us, then ditch us.  Don't you ever feel used, Paula? Don't you ever feel like if this is all you get for your trouble then the sonofabitch ought to be paying for it...?
6. PAULA to LYNETTE: No. I never feel like that.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,LYNETTE,PAULA,friend,friendship,0.85,"Lynette and Paula are sharing intimate personal views and feelings about relationships and pregnancy, using first names in an informal, candid conversation.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,350,an officer and a gentleman,m154,L427080,L427082,,u2412,L427081,u2415,That's okay. I'm used to it.,an officer and a gentleman,351,That's okay. I'm used to it.,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_deictic|_cue_ambiguity_pronoun_heavy,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,That's okay. I'm used to it.,"1. PAULA: I'm so embarrassed. I knew I shouldn't have brought you here.
2. ZACK to PAULA: No, it's okay. It was a great free meal. Everybody was so uptight I felt sorry for you.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,PAULA,ZACK,romantic_intent,romance,0.8,"Paula expresses embarrassment over bringing Zack to a social event, while Zack offers supportive reassurance about the 'free meal,' suggesting a dating or developing romantic context.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,352,an officer and a gentleman,m154,L427083,L427084,,u2415,L427083,u2412,"Yeah, then if I get jets, it's on to Beeville, Texas.",an officer and a gentleman,353,"Yeah, then if I get jets, it's on to Beeville, Texas.",1,2,register|terminology,register:medium|terminology:medium,_cue_register_colloquial_strong|_cue_terminology_entity_combo,True,False,False,False,False,True,False,False,True,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Yeah, then if I get jets, it's on to Beeville, Texas.","1. PAULA: So, after you graduate you go on to basic flight, right? Is that in Pensacola?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,acquaintance,acquaintance,0.85,"The characters are engaged in an informal conversation about the speaker's future career path, indicating they are known to each other but without explicit evidence of deeper intimacy, friendship, or military rank interaction.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,356,an officer and a gentleman,m154,L427085,L427088,,u2415,L427087,u2412,What would you do differently?,an officer and a gentleman,357,What would you do differently?,1,1,social,social:medium,_cue_social_request_form,True,False,False,False,True,False,False,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,What would you do differently?,"1. PAULA: Zack, do you ever think about what it'd be like to have kids... a family.
2. ZACK to PAULA: No. Is that what you want?
3. PAULA to ZACK: Some day. When I'm sure I can do a better job of it than my folks.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,romantic_intent,romance,0.85,"The speaker and listener are discussing deeply personal topics regarding their future and starting a family, which indicates emotional intimacy and romantic interest.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,357,an officer and a gentleman,m154,L427085,L427089,,u2412,L427088,u2415,"For a start, I wouldn't marry a man I wasn't in love with.",an officer and a gentleman,358,"For a start, I wouldn't marry a man I wasn't in love with.",1,1,register,register:medium,_cue_register_colloquial_strong,True,False,False,False,False,True,False,False,False,False,1,_risk_register,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"For a start, I wouldn't marry a man I wasn't in love with.","1. PAULA: Zack, do you ever think about what it'd be like to have kids... a family.
2. ZACK to PAULA: No. Is that what you want?
3. PAULA to ZACK: Some day. When I'm sure I can do a better job of it than my folks.
4. ZACK to PAULA: What would you do differently?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,PAULA,ZACK,romantic_intent,romance,0.9,"The characters are discussing personal future plans regarding marriage, love, and starting a family, indicating a level of emotional intimacy and romantic interest.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,358,an officer and a gentleman,m154,L427085,L427090,,u2415,L427089,u2412,Why'd your mom marry that guy if she didn't love him?,an officer and a gentleman,359,Why'd your mom marry that guy if she didn't love him?,1,1,social,social:medium,_cue_social_addressed_request,True,False,False,False,True,False,False,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,Why'd your mom marry that guy if she didn't love him?,"1. PAULA: Zack, do you ever think about what it'd be like to have kids... a family.
2. ZACK to PAULA: No. Is that what you want?
3. PAULA to ZACK: Some day. When I'm sure I can do a better job of it than my folks.
4. ZACK to PAULA: What would you do differently?
5. PAULA to ZACK: For a start, I wouldn't marry a man I wasn't in love with.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,romantic_intent,romance,0.92,"The characters are engaged in an intimate conversation about their personal lives, family history, and future desires regarding marriage and children.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,360,an officer and a gentleman,m154,L427085,L427092,,u2415,L427091,u2412,Your real father?,an officer and a gentleman,361,Your real father?,1,1,ambiguity,ambiguity:medium,_cue_ambiguity_fragment,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,Your real father?,"1. ZACK to PAULA: No. Is that what you want?
2. PAULA to ZACK: Some day. When I'm sure I can do a better job of it than my folks.
3. ZACK to PAULA: What would you do differently?
4. PAULA to ZACK: For a start, I wouldn't marry a man I wasn't in love with.
5. ZACK to PAULA: Why'd your mom marry that guy if she didn't love him?
6. PAULA to ZACK: Because my real father wouldn't marry her.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,romantic_intent,romance,0.85,"The characters are sharing deep personal history and discussing their views on marriage and love, which indicates significant emotional intimacy and romantic interest.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,366,an officer and a gentleman,m154,L427098,L427100,,u2412,L427099,u2415,"Sure.  Zack, I hope you know I didn't have to show you that picture.",an officer and a gentleman,367,"Sure.  Zack, I hope you know I didn't have to show you that picture.",1,1,pragmatic,,cat2_discourse_markers,True,False,False,True,False,False,False,False,False,False,1,_risk_pragmatic,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"Sure.  Zack, I hope you know I didn't have to show you that picture.","1. PAULA: Call me during the week if you get the chance.
2. ZACK to PAULA: I'll try, but this week we go into survival training, so I can't make any promises.  Well, thanks again for dinner. Thank your mom again for me, will you?",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,PAULA,ZACK,romantic_intent,romance,0.9,"PAULA asks ZACK to call her during the week and they have just shared dinner and personal items (a picture), indicating dating and romantic pursuit.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,367,an officer and a gentleman,m154,L427098,L427101,,u2415,L427100,u2412,I know that.,an officer and a gentleman,368,I know that.,1,1,ambiguity,ambiguity:high,_cue_ambiguity_deictic|_cue_ambiguity_pronoun_heavy,True,False,False,False,False,False,False,False,False,True,1,_risk_ambiguity,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,I know that.,"1. PAULA: Call me during the week if you get the chance.
2. ZACK to PAULA: I'll try, but this week we go into survival training, so I can't make any promises.  Well, thanks again for dinner. Thank your mom again for me, will you?
3. PAULA to ZACK: Sure.  Zack, I hope you know I didn't have to show you that picture.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,PAULA,romantic_intent,romance,0.85,"Paula asks Zack to call her and they discuss a dinner Zack had with Paula and her mother, suggesting a dating or romantic pursuit.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,368,an officer and a gentleman,m154,L427103,L427103,,u2414,,,"I kid you not, Mayo, I am in love. We must've set a new indoor record today. You want to know how many times we did it?",an officer and a gentleman,369,"I kid you not, Mayo, I am in love. We must've set a new indoor record today. You want to know how many times we did it?",1,3,social|constraint|terminology,social:medium|constraint:high|terminology:medium,_cue_social_addressed_request|_cue_constraint_longish|_cue_constraint_very_long|_cue_constraint_terminology_heavy|_cue_terminology_entity_combo,True,False,False,False,True,False,True,False,True,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"I kid you not, Mayo, I am in love. We must've set a new indoor record today. You want to know how many times we did it?",,roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,SID,,military_peer,friendship,0.85,"The speaker (SID) addresses the listener (Mayo) informally and shares intimate personal details, indicating a peer relationship of similar status.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
an_officer_and_a_gentleman.zip,dialogue_metadata.csv,373,an officer and a gentleman,m154,L427103,L427108,,u2415,L427107,u2414,"That's what they want you to think, but I saw where she lived, what is she's trying to get away from.  Just take my word for it, pard. Break it off now. Do it this week.",an officer and a gentleman,374,"That's what they want you to think, but I saw where she lived, what is she's trying to get away from.  Just take my word for it, pard. Break it off now. Do it this week.",1,3,idiomatic|social|constraint,social:medium|constraint:medium,cat1_pv_opaque=get away|_cue_social_addressed_command|_cue_constraint_longish|_cue_constraint_very_long,True,False,True,False,True,False,True,False,False,False,1,_risk_social,/Users/canhui/Desktop/movie_social_re/data/data_prelabel_predictions/an_officer_and_a_gentleman/dialogue_metadata_risk_predictions.csv,"That's what they want you to think, but I saw where she lived, what is she's trying to get away from.  Just take my word for it, pard. Break it off now. Do it this week.","1. SID: I kid you not, Mayo, I am in love. We must've set a new indoor record today. You want to know how many times we did it?
2. ZACK to SID: You'd better get smart, man. It's time to walk away.
3. SID to ZACK: What? You've gotta be kidding!
4. ZACK to SID: Remember what Foley said? His little warning? Those are the girls he was talking about. They're out to marry us any way they can.
5. SID to ZACK: I don't believe that. They're just having a good time, same as us.",roughly_equal_power,neutral_respect,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect,ZACK,SID,military_peer,friendship,0.92,"Zack references a warning from 'Foley' and uses the word 'us' to describe their shared situation, indicating they are peers in the same military training context.",success,True,/Users/canhui/Desktop/movie_social_re/data/processed/an_officer_and_a_gentleman/re_clean.csv
