movie_name,movie_idx,conversation_id,utterance_id,timestamp,turn_index,utterance_order,speaker_id,speaker_name,reply_to,listener_id,listener_name,text
an officer and a gentleman,m154,L427179,L427181,,2,2,u2415,ZACK,L427180,u2414,SID,Doesn't mean shit. Get her to a doctor. You can't do anything until you hear what he says. Make the appointment yourself.
an officer and a gentleman,m154,L427189,L427189,,0,0,u2406,CASEY,,,,"Go on, Zack! Go for the record!"
an officer and a gentleman,m154,L427189,L427190,,1,1,u2415,ZACK,L427189,u2406,CASEY,"Fuck the record. Now you listen to me and do exactly what I tell you. Start back ten yards and take off from here. Not here... or there... but right here! No excuses, Seeger! You are going to plant those legs here and then you're going to yank yourself over that wall because you have to! You want jets? Then do it, goddamnit!"
an officer and a gentleman,m154,L427191,L427191,,0,0,u2414,SID,,,,It's a big religious thing with her and she won't even discuss it.
an officer and a gentleman,m154,L427191,L427192,,1,1,u2415,ZACK,L427191,u2414,SID,But she expects you to marry her?
an officer and a gentleman,m154,L427191,L427193,,2,2,u2414,SID,L427192,u2415,ZACK,"She said it was up to me. If I don't, she'll go off and have the baby on her own somewhere."
an officer and a gentleman,m154,L427194,L427194,,0,0,u2415,ZACK,,,,So what's the problem? Girls do that all the time.
an officer and a gentleman,m154,L427194,L427195,,1,1,u2414,SID,L427194,u2415,ZACK,"I can't let her go off and have the kid by herself and not do anything. If it's my kid, too, then I've got a responsibility, don't I?"
an officer and a gentleman,m154,L427194,L427196,,2,2,u2415,ZACK,L427195,u2414,SID,Not if she won't even talk about an abortion.
an officer and a gentleman,m154,L427194,L427197,,3,3,u2414,SID,L427196,u2415,ZACK,But it would still be my kid. That's the point.
an officer and a gentleman,m154,L427194,L427198,,4,4,u2415,ZACK,L427197,u2414,SID,Do you know that for sure?
an officer and a gentleman,m154,L427194,L427199,,5,5,u2414,SID,L427198,u2415,ZACK,It's mine.
an officer and a gentleman,m154,L427200,L427200,,0,0,u2415,ZACK,,,,"Okay, but what if it's like Foley said and she got knocked up, to trap you -- is it still your responsibility?"
an officer and a gentleman,m154,L427200,L427201,,1,1,u2414,SID,L427200,u2415,ZACK,"No matter how it happened, if she goes ahead and has it"" Zack, there'll be a child in the world that's mine -- and I couldn't go through life knowing that and not knowing its name or where it lived."
an officer and a gentleman,m154,L427200,L427202,,2,2,u2415,ZACK,L427201,u2414,SID,"Jesus Christ, Sid! Is everything your responsibility?"
an officer and a gentleman,m154,L427210,L427210,,0,0,u2415,ZACK,,,,"Sid, what happened?"
an officer and a gentleman,m154,L427210,L427211,,1,1,u2414,SID,L427210,u2415,ZACK,"I don't know... I felt like... like I was suffocating... Christ, Zack... I was so scared... so godddamn scared..."
an officer and a gentleman,m154,L427214,L427214,,0,0,u2415,ZACK,,,,"You didn't kick him out...? Wait, didn't he tell you what he's been going through?"
an officer and a gentleman,m154,L427214,L427215,,1,1,u2408,FOLEY,L427214,u2415,ZACK,It doesn't matter what he's going through. That's the whole purpose of this zoo. What matters is he freaked out for some reason at twenty-five thousand feet and that can't ever happen again.
an officer and a gentleman,m154,L427214,L427216,,2,2,u2415,ZACK,L427215,u2408,FOLEY,"But you don't understand. There's this girl he's gotten pregnant and she's putting him through hell, sir."
an officer and a gentleman,m154,L427217,L427217,,0,0,u2414,SID,,,,"He's right, Zack. It doesn't matter."
an officer and a gentleman,m154,L427217,L427218,,1,1,u2415,ZACK,L427217,u2414,SID,"Just like that it's all over? With less than two weeks to go, you're out?"
an officer and a gentleman,m154,L427221,L427221,,0,0,u2408,FOLEY,,,,"What did you call me, Mayo?"
an officer and a gentleman,m154,L427221,L427222,,1,1,u2414,SID,L427221,u2408,FOLEY,"Zack, don't!"
an officer and a gentleman,m154,L427223,L427223,,0,0,u2415,ZACK,,,,I thought the D.I.'s were supposed to help you in this place! What kind of human being are you?
an officer and a gentleman,m154,L427223,L427224,,1,1,u2408,FOLEY,L427223,u2415,ZACK,"Stop eyeballing me, Mayo, or you're out!"
an officer and a gentleman,m154,L427225,L427225,,0,0,u2414,SID,,,,"Please, Zack -- go back to the barracks!"
an officer and a gentleman,m154,L427225,L427226,,1,1,u2415,ZACK,L427225,u2414,SID,I don't get it! He's the best candidate in our class! Ask anyone! The best student! The best leader! The best friend to everybody! Couldn't you bend your goddamn standards just a little?
an officer and a gentleman,m154,L427225,L427227,,2,2,u2414,SID,L427226,u2415,ZACK,"Zack, it wasn't him! He didn't ask me to D.O.R. I came to him on my own. I'm glad it's over, Zack. I really mean that. He was right. I wasn't doing this for me."
an officer and a gentleman,m154,L427231,L427231,,0,0,u2415,ZACK,,,,I'm looking for Sid.
an officer and a gentleman,m154,L427231,L427232,,1,1,u2412,PAULA,L427231,u2415,ZACK,So?
an officer and a gentleman,m154,L427231,L427233,,2,2,u2415,ZACK,L427232,u2412,PAULA,"Paula, he DORed and nobody's seen him."
an officer and a gentleman,m154,L427231,L427234,,3,3,u2412,PAULA,L427233,u2415,ZACK,Why'd he do it?
an officer and a gentleman,m154,L427231,L427235,,4,4,u2415,ZACK,L427234,u2412,PAULA,"Hey! You know goddamn well what happened so let's not play any games, okay?"
an officer and a gentleman,m154,L427231,L427236,,5,5,u2412,PAULA,L427235,u2415,ZACK,I'm not playing any games! Go look at Lynette's!
an officer and a gentleman,m154,L427231,L427237,,6,6,u2415,ZACK,L427236,u2412,PAULA,I don't know where that is.
an officer and a gentleman,m154,L427238,L427238,,0,0,u2414,SID,,,,"Hi, babe. Come on. I've got a couple of things I want to tell you."
an officer and a gentleman,m154,L427238,L427239,,1,1,u2411,LYNETTE,L427238,u2414,SID,"What're you doing out of uniform, Sid? You don't want to get in trouble."
an officer and a gentleman,m154,L427238,L427240,,2,2,u2414,SID,L427239,u2411,LYNETTE,Forget that. Come on. Got a little surprise...
an officer and a gentleman,m154,L427238,L427241,,3,3,u2411,LYNETTE,L427240,u2414,SID,I can't go like this. Can't you wait a few minutes 'til I'm ready?
an officer and a gentleman,m154,L427238,L427242,,4,4,u2414,SID,L427241,u2411,LYNETTE,"No way. I'm so happy I'm about to bust. Here, honey. This is for you. It cost me my whole savings, but I said what the fuck."
an officer and a gentleman,m154,L427243,L427243,,0,0,u2411,LYNETTE,,,,"Sid! Oh, it's beautiful! You mean..."
an officer and a gentleman,m154,L427243,L427244,,1,1,u2414,SID,L427243,u2411,LYNETTE,"That's right. Let's get married, Lynette. Let's find a justice of the peace and just do it!"
an officer and a gentleman,m154,L427245,L427245,,0,0,u2411,LYNETTE,,,,"Let's go tell Paula! God, I wonder where we'll be stationed first. I hope it'll be Hawaii. I've always wanted to go to Hawaii."
an officer and a gentleman,m154,L427245,L427246,,1,1,u2414,SID,L427245,u2411,LYNETTE,"We're not gonna be stationed anywhere, baby. I DORed."
an officer and a gentleman,m154,L427245,L427247,,2,2,u2411,LYNETTE,L427246,u2414,SID,You what?
an officer and a gentleman,m154,L427245,L427248,,3,3,u2414,SID,L427247,u2411,LYNETTE,"I had to, baby... I'm no aviator. I was faking it, like I was with everything else in my life... up 'til right now."
an officer and a gentleman,m154,L427245,L427249,,4,4,u2411,LYNETTE,L427248,u2414,SID,But... but what would we do? Where would we go?
an officer and a gentleman,m154,L427245,L427250,,5,5,u2414,SID,L427249,u2411,LYNETTE,"Oklahoma. I can get my old job back at JC Penney's. In a couple of years, I'll be floor manager. Oh, you're gonna love Oklahoma, Lynette. You and mama'll get along just great. Of course, money will be a little tight for a while, but we'll make it."
an officer and a gentleman,m154,L427245,L427251,,6,6,u2411,LYNETTE,L427250,u2414,SID,"Sid, there's no baby."
an officer and a gentleman,m154,L427245,L427252,,7,7,u2414,SID,L427251,u2411,LYNETTE,What?
an officer and a gentleman,m154,L427245,L427253,,8,8,u2411,LYNETTE,L427252,u2414,SID,"I'm not pregnant. I got my period this morning. There's no baby, Sid."
an officer and a gentleman,m154,L427245,L427254,,9,9,u2414,SID,L427253,u2411,LYNETTE,"Well, I'll be goddamned."
an officer and a gentleman,m154,L427259,L427259,,0,0,u2412,PAULA,,,,"Lynette, where's Sid?"
an officer and a gentleman,m154,L427259,L427260,,1,1,u2411,LYNETTE,L427259,u2412,PAULA,Already come and gone. Can you believe it? He DORed in the twelfth week. How can you win?
an officer and a gentleman,m154,L427261,L427261,,0,0,u2415,ZACK,,,,What did you tell him about the baby?
an officer and a gentleman,m154,L427261,L427262,,1,1,u2411,LYNETTE,L427261,u2415,ZACK,"That there isn't one, as of today. I had my period. I couldn't believe it. He still wanted to marry me."
an officer and a gentleman,m154,L427261,L427263,,2,2,u2415,ZACK,L427262,u2411,LYNETTE,And you turned him down??
an officer and a gentleman,m154,L427261,L427264,,3,3,u2411,LYNETTE,L427263,u2415,ZACK,Of course. I don't want no Okie from Muscogee. I can get that right here in Port Angeles.
an officer and a gentleman,m154,L427265,L427265,,0,0,u2415,ZACK,,,,"You little bitch! How could you? Was there ever a baby, Lynette? That's all I want to know! Did you make up that baby, Lynette? Did you??"
an officer and a gentleman,m154,L427265,L427266,,1,1,u2411,LYNETTE,L427265,u2415,ZACK,"Of course there was a baby. I'd never lie about something like that. Would I, Paula?"
an officer and a gentleman,m154,L427268,L427268,,0,0,u2412,PAULA,,,,"God help you, Lynette!"
an officer and a gentleman,m154,L427268,L427269,,1,1,u2411,LYNETTE,L427268,u2412,PAULA,"You're no better than me, Paula! You're just the same!"
an officer and a gentleman,m154,L427268,L427270,,2,2,u2412,PAULA,L427269,u2411,LYNETTE,No! That's not true!
an officer and a gentleman,m154,L427271,L427271,,0,0,u2412,PAULA,,,,I'd like to come with you.
an officer and a gentleman,m154,L427271,L427272,,1,1,u2415,ZACK,L427271,u2412,PAULA,Why?
an officer and a gentleman,m154,L427271,L427273,,2,2,u2412,PAULA,L427272,u2415,ZACK,"Because he's my friend, too."
an officer and a gentleman,m154,L427282,L427282,,0,0,u2412,PAULA,,,,"Please stop it. None of that's true. Goddamnit, I love you. I loved you ever since I met you."
an officer and a gentleman,m154,L427282,L427283,,1,1,u2415,ZACK,L427282,u2412,PAULA,"Come on, Paula! You were looking for a ticket out of here and you didn't care who it was, any more than you cared with the last class of candidates you and Lynette fucked your way through, looking for a husband! Or the class before that!"
an officer and a gentleman,m154,L427282,L427284,,2,2,u2412,PAULA,L427283,u2415,ZACK,Yeah. You got the whole story just right.
an officer and a gentleman,m154,L427282,L427285,,3,3,u2415,ZACK,L427284,u2412,PAULA,"Beware of the Puget Debs -- and we all laughed, especially him."
an officer and a gentleman,m154,L427282,L427286,,4,4,u2412,PAULA,L427285,u2415,ZACK,I'm not a Puget Deb. I hate that goddamn term!
an officer and a gentleman,m154,L427282,L427287,,5,5,u2415,ZACK,L427286,u2412,PAULA,I bet you do!
an officer and a gentleman,m154,L427282,L427288,,6,6,u2412,PAULA,L427287,u2415,ZACK,"However you got it figured, I didn't kill Sid and Lynette didn't kill him! He killed himself!"
an officer and a gentleman,m154,L427282,L427289,,7,7,u2415,ZACK,L427288,u2412,PAULA,That's brilliant.
an officer and a gentleman,m154,L427282,L427290,,8,8,u2412,PAULA,L427289,u2415,ZACK,"Maybe not, but it is the truth. And Zack, you didn't kill him either."
an officer and a gentleman,m154,L427293,L427293,,0,0,u2408,FOLEY,,,,"Mayo, the rest of your class knows about candidate Worley, and we're all sorry."
an officer and a gentleman,m154,L427293,L427294,,1,1,u2415,ZACK,L427293,u2408,FOLEY,"Sir, this officer candidate requests permission to speak to you in private."
an officer and a gentleman,m154,L427293,L427295,,2,2,u2408,FOLEY,L427294,u2415,ZACK,"I'm busy, Mayo. It'll have to wait."
an officer and a gentleman,m154,L427293,L427296,,3,3,u2415,ZACK,L427295,u2408,FOLEY,"It's important, sir!"
an officer and a gentleman,m154,L427293,L427297,,4,4,u2408,FOLEY,L427296,u2415,ZACK,"Mayo, you didn't hear me -- I said I I'm busy! And so are you! Go get cleaned up!"
an officer and a gentleman,m154,L427293,L427298,,5,5,u2415,ZACK,L427297,u2408,FOLEY,Aw screw it...
an officer and a gentleman,m154,L427300,L427300,,0,0,u2408,FOLEY,,,,"What're you waiting for, Mayo? Get your scuzzy ass up here."
an officer and a gentleman,m154,L427300,L427301,,1,1,u2415,ZACK,L427300,u2408,FOLEY,"Yes, sir!"
an officer and a gentleman,m154,L427305,L427305,,0,0,u2408,FOLEY,,,,You're good.
an officer and a gentleman,m154,L427305,L427306,,1,1,u2415,ZACK,L427305,u2408,FOLEY,"Get on your feet and find out how good, sir."
an officer and a gentleman,m154,L427317,L427317,,0,0,u2405,BYRON,,,,I knew you'd make it! Where's your girl? Didn't she come?
an officer and a gentleman,m154,L427317,L427318,,1,1,u2415,ZACK,L427317,u2405,BYRON,Naw. That's over with.
an officer and a gentleman,m154,L427323,L427323,,0,0,u2408,FOLEY,,,,"Congratulations, Ensign Mayo, sir!"
an officer and a gentleman,m154,L427323,L427324,,1,1,u2415,ZACK,L427323,u2408,FOLEY,"I'll never forget you as long as I live, Sergeant."
an officer and a gentleman,m154,L427323,L427325,,2,2,u2408,FOLEY,L427324,u2415,ZACK,I know.
an officer and a gentleman,m154,L427323,L427326,,3,3,u2415,ZACK,L427325,u2408,FOLEY,"Well, goodbye."
an officer and a gentleman,m154,L427327,L427327,,0,0,u2408,FOLEY,,,,"See you in the fleet, sir!"
an officer and a gentleman,m154,L427327,L427328,,1,1,u2415,ZACK,L427327,u2408,FOLEY,"Yeah. See you in the fleet, Sarge. And thank you."
