modeling_row_id,movie_name,conversation_id,utterance_id,context_6_turns,current_text,final_power_dynamic,final_respect_level,model_text,speaker_name,listener_name,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
836,dead poets society,L157597,L157598,"1. NEIL: Charlie, That was great!  Where did you learn to play like that?",My parents made me take clarinet but I hated it.  The sax is more sonorous.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Charlie, That was great!  Where did you learn to play like that?

Current turn:
My parents made me take clarinet but I hated it.  The sax is more sonorous.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
838,dead poets society,L157602,L157603,1. NEIL: Where are you going?,I'm calling her!,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Where are you going?

Current turn:
I'm calling her!",KNOX,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
839,dead poets society,L157607,L157610,"1. CHRIS: Hello?
2. KNOX to CHRIS: Hello Chris, this is Knox Overstress.
3. CHRIS to KNOX: Knox.  Oh yes, Knox.  I'm glad you called.",You are?  She's glad I called!,roughly_equal_power,neutral_respect,"Context:
1. CHRIS: Hello?
2. KNOX to CHRIS: Hello Chris, this is Knox Overstress.
3. CHRIS to KNOX: Knox.  Oh yes, Knox.  I'm glad you called.

Current turn:
You are?  She's glad I called!",KNOX,CHRIS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
840,dead poets society,L157611,L157612,"1. KNOX: Well, sure!","Chet's parents don't know about it, so please keep it quiet.  But you can bring someone if you like.",roughly_equal_power,high_respect,"Context:
1. KNOX: Well, sure!

Current turn:
Chet's parents don't know about it, so please keep it quiet.  But you can bring someone if you like.",CHRIS,KNOX,roughly_equal_power,roughly_equal_power,high_respect,high_respect
841,dead poets society,L157611,L157613,"1. KNOX: Well, sure!
2. CHRIS to KNOX: Chet's parents don't know about it, so please keep it quiet.  But you can bring someone if you like.","I'll be there.  The Danburrys.  Friday night.  Thank you, Chris.",roughly_equal_power,high_respect,"Context:
1. KNOX: Well, sure!
2. CHRIS to KNOX: Chet's parents don't know about it, so please keep it quiet.  But you can bring someone if you like.

Current turn:
I'll be there.  The Danburrys.  Friday night.  Thank you, Chris.",KNOX,CHRIS,roughly_equal_power,roughly_equal_power,high_respect,high_respect
842,dead poets society,L157614,L157615,1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!,At Chet Danburry's house.,roughly_equal_power,neutral_respect,"Context:
1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!

Current turn:
At Chet Danburry's house.",CHARLIE,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
843,dead poets society,L157614,L157616,"1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.",Yeah.,roughly_equal_power,neutral_respect,"Context:
1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.

Current turn:
Yeah.",KNOX,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
845,dead poets society,L157614,L157618,"1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.
3. KNOX to CHARLIE: Yeah.
4. CHARLIE to KNOX: Well?",So?,roughly_equal_power,neutral_respect,"Context:
1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.
3. KNOX to CHARLIE: Yeah.
4. CHARLIE to KNOX: Well?

Current turn:
So?",KNOX,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
846,dead poets society,L157614,L157619,"1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.
3. KNOX to CHARLIE: Yeah.
4. CHARLIE to KNOX: Well?
5. KNOX to CHARLIE: So?",So you really think she means you're going with her?,roughly_equal_power,neutral_respect,"Context:
1. KNOX: Can you believe it?  She was gonna call me!  She invited me to a party with her!
2. CHARLIE to KNOX: At Chet Danburry's house.
3. KNOX to CHARLIE: Yeah.
4. CHARLIE to KNOX: Well?
5. KNOX to CHARLIE: So?

Current turn:
So you really think she means you're going with her?",CHARLIE,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
847,dead poets society,L157614,L157621,"1. CHARLIE to KNOX: At Chet Danburry's house.
2. KNOX to CHARLIE: Yeah.
3. CHARLIE to KNOX: Well?
4. KNOX to CHARLIE: So?
5. CHARLIE to KNOX: So you really think she means you're going with her?
6. KNOX to CHARLIE: Well hell no, Charlie, but that's not the point.  That's not the point at all!",What is the point?,roughly_equal_power,neutral_respect,"Context:
1. CHARLIE to KNOX: At Chet Danburry's house.
2. KNOX to CHARLIE: Yeah.
3. CHARLIE to KNOX: Well?
4. KNOX to CHARLIE: So?
5. CHARLIE to KNOX: So you really think she means you're going with her?
6. KNOX to CHARLIE: Well hell no, Charlie, but that's not the point.  That's not the point at all!

Current turn:
What is the point?",CHARLIE,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
849,dead poets society,L157630,L157630,,"Todd, what's the matter?",roughly_equal_power,neutral_respect,"Current turn:
Todd, what's the matter?",NEIL,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
850,dead poets society,L157630,L157631,"1. NEIL: Todd, what's the matter?",It's my birthday.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Todd, what's the matter?

Current turn:
It's my birthday.",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
851,dead poets society,L157633,L157634,1. NEIL: This is your desk set.  I don't get it.,They gave me the exact same thing as last year!,roughly_equal_power,neutral_respect,"Context:
1. NEIL: This is your desk set.  I don't get it.

Current turn:
They gave me the exact same thing as last year!",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
854,dead poets society,L157639,L157639,,"Look, Todd, you're obviously under- estimating the value of this desk set.",roughly_equal_power,neutral_respect,"Current turn:
Look, Todd, you're obviously under- estimating the value of this desk set.",NEIL,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
855,dead poets society,L157639,L157640,"1. NEIL: Look, Todd, you're obviously under- estimating the value of this desk set.",what?,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Look, Todd, you're obviously under- estimating the value of this desk set.

Current turn:
what?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
858,dead poets society,L157667,L157668,"1. CHRIS: Oh, hi.  I'm glad you made it.  Did you bring anybody?",No.,roughly_equal_power,neutral_respect,"Context:
1. CHRIS: Oh, hi.  I'm glad you made it.  Did you bring anybody?

Current turn:
No.",KNOX,CHRIS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
862,dead poets society,L157672,L157673,1. NEIL: Charlie...,It's Nuwanda.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Charlie...

Current turn:
It's Nuwanda.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
863,dead poets society,L157672,L157674,"1. NEIL: Charlie...
2. CHARLIE to NEIL: It's Nuwanda.","Nuwanda, what is going on?",roughly_equal_power,neutral_respect,"Context:
1. NEIL: Charlie...
2. CHARLIE to NEIL: It's Nuwanda.

Current turn:
Nuwanda, what is going on?",NEIL,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
864,dead poets society,L157676,L157677,"1. PITTS: Well, of course not.  It's just that... You could have warned us.","I thought I'd be spontaneous.  I mean, that's the point of this whole thing, isn't it?",roughly_equal_power,neutral_respect,"Context:
1. PITTS: Well, of course not.  It's just that... You could have warned us.

Current turn:
I thought I'd be spontaneous.  I mean, that's the point of this whole thing, isn't it?",CHARLIE,PITTS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
865,dead poets society,L157678,L157679,1. NEIL: Where'd you find them?,They were walking along the fence past the soccer field.  Said they were curious about the school so I invited them to the meeting.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: Where'd you find them?

Current turn:
They were walking along the fence past the soccer field.  Said they were curious about the school so I invited them to the meeting.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
867,dead poets society,L157680,L157682,"1. CAMERON: Do they go to Henley Hall?
2. CHARLIE to CAMERON: I don't think they're in school.",They're townies?!,roughly_equal_power,neutral_respect,"Context:
1. CAMERON: Do they go to Henley Hall?
2. CHARLIE to CAMERON: I don't think they're in school.

Current turn:
They're townies?!",CAMERON,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
868,dead poets society,L157680,L157683,"1. CAMERON: Do they go to Henley Hall?
2. CHARLIE to CAMERON: I don't think they're in school.
3. CAMERON to CHARLIE: They're townies?!","Cameron, what is the matter with you. You act like they're your mother or something.  You afraid of them?",roughly_equal_power,low_respect,"Context:
1. CAMERON: Do they go to Henley Hall?
2. CHARLIE to CAMERON: I don't think they're in school.
3. CAMERON to CHARLIE: They're townies?!

Current turn:
Cameron, what is the matter with you. You act like they're your mother or something.  You afraid of them?",CHARLIE,CAMERON,roughly_equal_power,roughly_equal_power,low_respect,low_respect
869,dead poets society,L157693,L157694,1. KNOX: No relation.  Never heard of him. Sorry.,"Say Steve, where's your manners?  Here's Mutt's brother and you don't offer him a drink? Want some bourbon?",roughly_equal_power,neutral_respect,"Context:
1. KNOX: No relation.  Never heard of him. Sorry.

Current turn:
Say Steve, where's your manners?  Here's Mutt's brother and you don't offer him a drink? Want some bourbon?",BUBBA,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
870,dead poets society,L157693,L157695,"1. KNOX: No relation.  Never heard of him. Sorry.
2. BUBBA to KNOX: Say Steve, where's your manners?  Here's Mutt's brother and you don't offer him a drink? Want some bourbon?",Actually I don't,roughly_equal_power,neutral_respect,"Context:
1. KNOX: No relation.  Never heard of him. Sorry.
2. BUBBA to KNOX: Say Steve, where's your manners?  Here's Mutt's brother and you don't offer him a drink? Want some bourbon?

Current turn:
Actually I don't",KNOX,BUBBA,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
874,dead poets society,L157710,L157711,1. NEIL: You what?!  How did you do that?,I'm one of the proofers.  I slipped the article in.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: You what?!  How did you do that?

Current turn:
I'm one of the proofers.  I slipped the article in.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
875,dead poets society,L157712,L157713,"1. PITTS: Oh God, it's over now!",Why? Nobody knows who we are.,roughly_equal_power,neutral_respect,"Context:
1. PITTS: Oh God, it's over now!

Current turn:
Why? Nobody knows who we are.",CHARLIE,PITTS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
878,dead poets society,L157718,L157719,"1. NEIL: You still shouldn't have done it, Charlie.  You don't speak for the club.","Hey, would you not worry about your precious little necks?  If they catch me, I'll tell them I made it up.  All your asses are safe.  Look, Gloria and Tina didn't come here to listen to us argue. Are we gonna have a meeting or what?",roughly_equal_power,low_respect,"Context:
1. NEIL: You still shouldn't have done it, Charlie.  You don't speak for the club.

Current turn:
Hey, would you not worry about your precious little necks?  If they catch me, I'll tell them I made it up.  All your asses are safe.  Look, Gloria and Tina didn't come here to listen to us argue. Are we gonna have a meeting or what?",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,low_respect,low_respect
880,dead poets society,L157738,L157739,"1. CHRIS: Oh Chet, that feels fabulous,",It does?  What?,roughly_equal_power,neutral_respect,"Context:
1. CHRIS: Oh Chet, that feels fabulous,

Current turn:
It does?  What?",CHET,CHRIS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
881,dead poets society,L157738,L157740,"1. CHRIS: Oh Chet, that feels fabulous,
2. CHET to CHRIS: It does?  What?","You know,",roughly_equal_power,neutral_respect,"Context:
1. CHRIS: Oh Chet, that feels fabulous,
2. CHET to CHRIS: It does?  What?

Current turn:
You know,",CHRIS,CHET,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
883,dead poets society,L157741,L157743,"1. CHRIS: Don't stop.
2. CHET to CHRIS: Stop what?",Chet...,roughly_equal_power,neutral_respect,"Context:
1. CHRIS: Don't stop.
2. CHET to CHRIS: Stop what?

Current turn:
Chet...",CHRIS,CHET,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
884,dead poets society,L157757,L157757,,"Hey guys, why don't you show Tina the Dead Poets garden?",roughly_equal_power,neutral_respect,"Current turn:
Hey guys, why don't you show Tina the Dead Poets garden?",CHARLIE,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
886,dead poets society,L157767,L157768,1. GLORIA: You know what really excites me about you?,What?,roughly_equal_power,neutral_respect,"Context:
1. GLORIA: You know what really excites me about you?

Current turn:
What?",CHARLIE,GLORIA,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
887,dead poets society,L157767,L157769,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?",Every guy that I meet wants me for one thing my body.  You're not like that.,roughly_equal_power,high_respect,"Context:
1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?

Current turn:
Every guy that I meet wants me for one thing my body.  You're not like that.",GLORIA,CHARLIE,roughly_equal_power,roughly_equal_power,high_respect,high_respect
888,dead poets society,L157767,L157770,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.",I'm not?,roughly_equal_power,neutral_respect,"Context:
1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.

Current turn:
I'm not?",CHARLIE,GLORIA,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
889,dead poets society,L157767,L157771,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?",No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.,roughly_equal_power,neutral_respect,"Context:
1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?

Current turn:
No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.",GLORIA,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
890,dead poets society,L157767,L157772,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.",But...,roughly_equal_power,neutral_respect,"Context:
1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.

Current turn:
But...",CHARLIE,GLORIA,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
891,dead poets society,L157767,L157773,"1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.
6. CHARLIE to GLORIA: But...",Please!    It's so wonderful to be appreciated for my mind!,roughly_equal_power,high_respect,"Context:
1. GLORIA: You know what really excites me about you?
2. CHARLIE to GLORIA: What?
3. GLORIA to CHARLIE: Every guy that I meet wants me for one thing my body.  You're not like that.
4. CHARLIE to GLORIA: I'm not?
5. GLORIA to CHARLIE: No!  Anybody else would have jumped my bones by now but you're after my soul. Make me up some more poetry.
6. CHARLIE to GLORIA: But...

Current turn:
Please!    It's so wonderful to be appreciated for my mind!",GLORIA,CHARLIE,roughly_equal_power,roughly_equal_power,high_respect,high_respect
892,dead poets society,L157774,L157775,1. GLORIA: Nuwanda?  Please?,"All right!  I'm thinking!  ""Let me not to the marriage of true minds Admit impediments; love is not love Which alters when it alteration finds Or bends with the remover to remove.""",roughly_equal_power,neutral_respect,"Context:
1. GLORIA: Nuwanda?  Please?

Current turn:
All right!  I'm thinking!  ""Let me not to the marriage of true minds Admit impediments; love is not love Which alters when it alteration finds Or bends with the remover to remove.""",CHARLIE,GLORIA,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
893,dead poets society,L157776,L157777,1. GLORIA: Don't stop.,"""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""",roughly_equal_power,high_respect,"Context:
1. GLORIA: Don't stop.

Current turn:
""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""",CHARLIE,GLORIA,roughly_equal_power,roughly_equal_power,high_respect,high_respect
894,dead poets society,L157776,L157778,"1. GLORIA: Don't stop.
2. CHARLIE to GLORIA: ""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""",This is better than sex any day.  This is romance!,roughly_equal_power,neutral_respect,"Context:
1. GLORIA: Don't stop.
2. CHARLIE to GLORIA: ""O, no, it is an ever-fixed mark That looks on tempests and is never shaken; It is the star to every wandering bark whose worth's unknown, although his height be taken.""

Current turn:
This is better than sex any day.  This is romance!",GLORIA,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
896,dead poets society,L157785,L157786,1. NOLAN: Who else was involved in this?,"No one, sir.  It was just me.  I did the proofing so I inserted my article in place of Rob Crane's.",listener_higher_power,high_respect,"Context:
1. NOLAN: Who else was involved in this?

Current turn:
No one, sir.  It was just me.  I did the proofing so I inserted my article in place of Rob Crane's.",CHARLIE,NOLAN,listener_higher_power,listener_higher_power,high_respect,high_respect
898,dead poets society,L157791,L157792,1. NOLAN: Do you still insist that this was your idea and your idea alone?,Yes... sir.,listener_higher_power,high_respect,"Context:
1. NOLAN: Do you still insist that this was your idea and your idea alone?

Current turn:
Yes... sir.",CHARLIE,NOLAN,listener_higher_power,listener_higher_power,high_respect,high_respect
899,dead poets society,L157791,L157794,"1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.","It's only me, Mr. Nolan.  I swear. I made it up.",listener_higher_power,high_respect,"Context:
1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.

Current turn:
It's only me, Mr. Nolan.  I swear. I made it up.",CHARLIE,NOLAN,listener_higher_power,listener_higher_power,high_respect,high_respect
900,dead poets society,L157791,L157795,"1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.
4. CHARLIE to NOLAN: It's only me, Mr. Nolan.  I swear. I made it up.","If I find that there are others, Mr. Dalton, they will be expelled and you will remain enrolled.  Stand up.",speaker_higher_power,low_respect,"Context:
1. NOLAN: Do you still insist that this was your idea and your idea alone?
2. CHARLIE to NOLAN: Yes... sir.
3. NOLAN to CHARLIE: What is this ""Dead Potts Society""?  I want names.
4. CHARLIE to NOLAN: It's only me, Mr. Nolan.  I swear. I made it up.

Current turn:
If I find that there are others, Mr. Dalton, they will be expelled and you will remain enrolled.  Stand up.",NOLAN,CHARLIE,speaker_higher_power,speaker_higher_power,low_respect,low_respect
901,dead poets society,L157797,L157798,1. NEIL: What happened? Were you kicked out?,No.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: What happened? Were you kicked out?

Current turn:
No.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
902,dead poets society,L157797,L157799,"1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.",What happened?,roughly_equal_power,neutral_respect,"Context:
1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.

Current turn:
What happened?",NEIL,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
903,dead poets society,L157797,L157800,"1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.
3. NEIL to CHARLIE: What happened?","I'm supposed to turn everybody in, apologize to the school and all will be forgiven.",roughly_equal_power,neutral_respect,"Context:
1. NEIL: What happened? Were you kicked out?
2. CHARLIE to NEIL: No.
3. NEIL to CHARLIE: What happened?

Current turn:
I'm supposed to turn everybody in, apologize to the school and all will be forgiven.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
905,dead poets society,L157801,L157802,1. NEIL: What are you going to do? - Charlie?,"Damn it, Neil, the name is Nuwanda.",roughly_equal_power,low_respect,"Context:
1. NEIL: What are you going to do? - Charlie?

Current turn:
Damn it, Neil, the name is Nuwanda.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,low_respect,low_respect
906,dead poets society,L157804,L157806,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.","English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.",speaker_higher_power,neutral_respect,"Context:
1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.

Current turn:
English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.",NOLAN,KEATING,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
907,dead poets society,L157804,L157809,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?",Courtyard?,listener_higher_power,neutral_respect,"Context:
1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?

Current turn:
Courtyard?",KEATING,NOLAN,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
908,dead poets society,L157804,L157810,"1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?
6. KEATING to NOLAN: Courtyard?",Boys marching.  Clapping in unison.,speaker_higher_power,neutral_respect,"Context:
1. NOLAN: This was my first classroom, John, did you know that?  My first desk.
2. KEATING to NOLAN: I didn't know you taught.
3. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
4. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
5. NOLAN to KEATING: What was going on in the courtyard the other day?
6. KEATING to NOLAN: Courtyard?

Current turn:
Boys marching.  Clapping in unison.",NOLAN,KEATING,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
910,dead poets society,L157804,L157812,"1. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
2. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
3. NOLAN to KEATING: What was going on in the courtyard the other day?
4. KEATING to NOLAN: Courtyard?
5. NOLAN to KEATING: Boys marching.  Clapping in unison.
6. KEATING to NOLAN: Oh that. That was an exercise to prove a point.  About the evils of conformity.","John, the curriculum here is set.  It's proven.  It works.  If you question it, what's to prevent them from doing the same?",speaker_higher_power,neutral_respect,"Context:
1. NOLAN to KEATING: English.  Way before your time.  It was hard giving it up, I'll tell you.  I'm hearing rumors, John, of some unusual teaching methods in your classroom.  I'm not saying they have anything to do with the Dalton boy's outburst, but I don't think I have to warn you that boys his age are very impressionable.
2. KEATING to NOLAN: Your reprimand made quite an impression I'm sure.
3. NOLAN to KEATING: What was going on in the courtyard the other day?
4. KEATING to NOLAN: Courtyard?
5. NOLAN to KEATING: Boys marching.  Clapping in unison.
6. KEATING to NOLAN: Oh that. That was an exercise to prove a point.  About the evils of conformity.

Current turn:
John, the curriculum here is set.  It's proven.  It works.  If you question it, what's to prevent them from doing the same?",NOLAN,KEATING,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
911,dead poets society,L157817,L157817,,Mr. Keating!,listener_higher_power,high_respect,"Current turn:
Mr. Keating!",CHARLIE,,listener_higher_power,listener_higher_power,high_respect,high_respect
912,dead poets society,L157817,L157819,"1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.",You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?,listener_higher_power,low_respect,"Context:
1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.

Current turn:
You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?",CHARLIE,KEATING,listener_higher_power,listener_higher_power,low_respect,low_respect
913,dead poets society,L157817,L157820,"1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.
3. CHARLIE to KEATING: You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?","Sucking out the marrow doesn't mean getting the bone stuck in your throat, Charles.  You still have responsibilities to yourself and those who care about you.",speaker_higher_power,neutral_respect,"Context:
1. CHARLIE: Mr. Keating!
2. KEATING to CHARLIE: I don't know what misguided impulse caused you to pull that ridiculous stunt, Mr. Dalton, but, whatever it was, I hope you've learned your lesson.
3. CHARLIE to KEATING: You're siding with Mr. Nolan?!  What about carpe diem and sucking all the marrow out of life and all that?

Current turn:
Sucking out the marrow doesn't mean getting the bone stuck in your throat, Charles.  You still have responsibilities to yourself and those who care about you.",KEATING,CHARLIE,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
