modeling_row_id,movie_name,conversation_id,utterance_id,context_6_turns,current_text,final_power_dynamic,final_respect_level,model_text,speaker_name,listener_name,judge1_power_dynamic,judge2_power_dynamic,judge1_respect_level,judge2_respect_level
778,dead poets society,L157456,L157458,"1. CHARLIE: Yaa, I'm a dead poet!
2. MEEKS to CHARLIE: Ahh!  Eat it, Dalton!",This is it.,roughly_equal_power,neutral_respect,"Context:
1. CHARLIE: Yaa, I'm a dead poet!
2. MEEKS to CHARLIE: Ahh!  Eat it, Dalton!

Current turn:
This is it.",CHARLIE,MEEKS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
779,dead poets society,L157461,L157462,"1. NEIL: I went to the woods because I wanted to live deliberately.""  I wanted to live deep and suck out all the marrow of life!""",All right.  I'll second that.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: I went to the woods because I wanted to live deliberately.""  I wanted to live deep and suck out all the marrow of life!""

Current turn:
All right.  I'll second that.",CHARLIE,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
780,dead poets society,L157464,L157465,"1. KNOX: The millions are awake enough for Physical labor; but only one in a million is awake enough for effective intellectual exertion, only one in a hundred millions to a poetic or divine life.  To be awake is to be alive.","Hey, this is great.",roughly_equal_power,neutral_respect,"Context:
1. KNOX: The millions are awake enough for Physical labor; but only one in a million is awake enough for effective intellectual exertion, only one in a hundred millions to a poetic or divine life.  To be awake is to be alive.

Current turn:
Hey, this is great.",CHARLIE,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
781,dead poets society,L157468,L157469,"1. MEEKS: If you have built castles in the air, your work need not be lost.  That is where they should be.  Now put foundations under them.","God, I want to do everything!  I'm going to explode.",roughly_equal_power,neutral_respect,"Context:
1. MEEKS: If you have built castles in the air, your work need not be lost.  That is where they should be.  Now put foundations under them.

Current turn:
God, I want to do everything!  I'm going to explode.",NEIL,MEEKS,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
782,dead poets society,L157471,L157472,1. CHARLIE: I here and now commit myself to daring!,"So avoid using the word 'very' because it's lazy.  A man is not very tired, he is exhausted.  Don't use very sad, use morose.  Language was invented for one reason, boys--to woo women--and, in that endeavor, laziness will not do.  It also won't do in your essays.",speaker_higher_power,neutral_respect,"Context:
1. CHARLIE: I here and now commit myself to daring!

Current turn:
So avoid using the word 'very' because it's lazy.  A man is not very tired, he is exhausted.  Don't use very sad, use morose.  Language was invented for one reason, boys--to woo women--and, in that endeavor, laziness will not do.  It also won't do in your essays.",KEATING,CHARLIE,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
783,dead poets society,L157479,L157480,1. NEIL: I've found it.,Found what?,roughly_equal_power,neutral_respect,"Context:
1. NEIL: I've found it.

Current turn:
Found what?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
784,dead poets society,L157479,L157481,"1. NEIL: I've found it.
2. TODD to NEIL: Found what?",What I want to do!  Right now. What is really inside of me.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: I've found it.
2. TODD to NEIL: Found what?

Current turn:
What I want to do!  Right now. What is really inside of me.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
785,dead poets society,L157482,L157483,1. TODD: A Midsummer Night's Dream. What is it?,"A play, dummy.",roughly_equal_power,low_respect,"Context:
1. TODD: A Midsummer Night's Dream. What is it?

Current turn:
A play, dummy.",NEIL,TODD,roughly_equal_power,roughly_equal_power,low_respect,low_respect
786,dead poets society,L157482,L157485,"1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?","They're putting it on at Henley Hall. See, open try-outs.",roughly_equal_power,neutral_respect,"Context:
1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?

Current turn:
They're putting it on at Henley Hall. See, open try-outs.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
787,dead poets society,L157482,L157487,"1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?
4. NEIL to TODD: They're putting it on at Henley Hall. See, open try-outs.
5. TODD to NEIL: So?",So I'm gonna act!  Ever since I can remember I've wanted to try it.  Last summer I even tried to go to summer stock auditions but of course my father wouldn't let me.,roughly_equal_power,neutral_respect,"Context:
1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?
4. NEIL to TODD: They're putting it on at Henley Hall. See, open try-outs.
5. TODD to NEIL: So?

Current turn:
So I'm gonna act!  Ever since I can remember I've wanted to try it.  Last summer I even tried to go to summer stock auditions but of course my father wouldn't let me.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
788,dead poets society,L157482,L157488,"1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?
4. NEIL to TODD: They're putting it on at Henley Hall. See, open try-outs.
5. TODD to NEIL: So?
6. NEIL to TODD: So I'm gonna act!  Ever since I can remember I've wanted to try it.  Last summer I even tried to go to summer stock auditions but of course my father wouldn't let me.",And now he will?,roughly_equal_power,neutral_respect,"Context:
1. TODD: A Midsummer Night's Dream. What is it?
2. NEIL to TODD: A play, dummy.
3. TODD to NEIL: I know that.  What's it got to do with you?
4. NEIL to TODD: They're putting it on at Henley Hall. See, open try-outs.
5. TODD to NEIL: So?
6. NEIL to TODD: So I'm gonna act!  Ever since I can remember I've wanted to try it.  Last summer I even tried to go to summer stock auditions but of course my father wouldn't let me.

Current turn:
And now he will?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
789,dead poets society,L157490,L157490,,"Neil, how are you gonna be in a play if your father won't let you?",roughly_equal_power,neutral_respect,"Current turn:
Neil, how are you gonna be in a play if your father won't let you?",TODD,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
790,dead poets society,L157490,L157491,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?","First I gotta get the part, then I'll worry about that.",roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?

Current turn:
First I gotta get the part, then I'll worry about that.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
791,dead poets society,L157490,L157492,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.",Won't he kill you if you don't let him know you're auditioning?,roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.

Current turn:
Won't he kill you if you don't let him know you're auditioning?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
792,dead poets society,L157490,L157493,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?","As far as I'm concerned, he won't have to know about any of it.",roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?

Current turn:
As far as I'm concerned, he won't have to know about any of it.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
793,dead poets society,L157490,L157494,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.","Come on, that's impossible.",roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.

Current turn:
Come on, that's impossible.",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
794,dead poets society,L157490,L157495,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
5. TODD to NEIL: Come on, that's impossible.",Horseshit.  Nothing's impossible.,roughly_equal_power,low_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
5. TODD to NEIL: Come on, that's impossible.

Current turn:
Horseshit.  Nothing's impossible.",NEIL,TODD,roughly_equal_power,roughly_equal_power,low_respect,low_respect
795,dead poets society,L157490,L157496,"1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
5. TODD to NEIL: Come on, that's impossible.
6. NEIL to TODD: Horseshit.  Nothing's impossible.",Why don't you ask him first?  Maybe he'll say yes.,roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna be in a play if your father won't let you?
2. NEIL to TODD: First I gotta get the part, then I'll worry about that.
3. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
4. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
5. TODD to NEIL: Come on, that's impossible.
6. NEIL to TODD: Horseshit.  Nothing's impossible.

Current turn:
Why don't you ask him first?  Maybe he'll say yes.",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
796,dead poets society,L157490,L157498,"1. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
2. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
3. TODD to NEIL: Come on, that's impossible.
4. NEIL to TODD: Horseshit.  Nothing's impossible.
5. TODD to NEIL: Why don't you ask him first?  Maybe he'll say yes.
6. NEIL to TODD: That's a laugh.  If I don't ask, at least I won't be disobeying him.",But if he said no before then...,roughly_equal_power,neutral_respect,"Context:
1. TODD to NEIL: Won't he kill you if you don't let him know you're auditioning?
2. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
3. TODD to NEIL: Come on, that's impossible.
4. NEIL to TODD: Horseshit.  Nothing's impossible.
5. TODD to NEIL: Why don't you ask him first?  Maybe he'll say yes.
6. NEIL to TODD: That's a laugh.  If I don't ask, at least I won't be disobeying him.

Current turn:
But if he said no before then...",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
797,dead poets society,L157490,L157499,"1. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
2. TODD to NEIL: Come on, that's impossible.
3. NEIL to TODD: Horseshit.  Nothing's impossible.
4. TODD to NEIL: Why don't you ask him first?  Maybe he'll say yes.
5. NEIL to TODD: That's a laugh.  If I don't ask, at least I won't be disobeying him.
6. TODD to NEIL: But if he said no before then...","Jesus Christ, whose side are you on?  I haven't even gotten the part yet.  Can't I enjoy the idea even for a little while?",roughly_equal_power,low_respect,"Context:
1. NEIL to TODD: As far as I'm concerned, he won't have to know about any of it.
2. TODD to NEIL: Come on, that's impossible.
3. NEIL to TODD: Horseshit.  Nothing's impossible.
4. TODD to NEIL: Why don't you ask him first?  Maybe he'll say yes.
5. NEIL to TODD: That's a laugh.  If I don't ask, at least I won't be disobeying him.
6. TODD to NEIL: But if he said no before then...

Current turn:
Jesus Christ, whose side are you on?  I haven't even gotten the part yet.  Can't I enjoy the idea even for a little while?",NEIL,TODD,roughly_equal_power,roughly_equal_power,low_respect,low_respect
798,dead poets society,L157500,L157501,"1. NEIL: By the way, there's a meeting this afternoon.  You coming?",I guess.,roughly_equal_power,neutral_respect,"Context:
1. NEIL: By the way, there's a meeting this afternoon.  You coming?

Current turn:
I guess.",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
799,dead poets society,L157502,L157502,,"None of what Mr. Keating has to say means shit to you, does it?",roughly_equal_power,low_respect,"Current turn:
None of what Mr. Keating has to say means shit to you, does it?",NEIL,,roughly_equal_power,roughly_equal_power,low_respect,low_respect
800,dead poets society,L157502,L157503,"1. NEIL: None of what Mr. Keating has to say means shit to you, does it?",What is that supposed to mean?,roughly_equal_power,neutral_respect,"Context:
1. NEIL: None of what Mr. Keating has to say means shit to you, does it?

Current turn:
What is that supposed to mean?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
801,dead poets society,L157502,L157505,"1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.",You want me out...  is that what you're saying?,roughly_equal_power,neutral_respect,"Context:
1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.

Current turn:
You want me out...  is that what you're saying?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
802,dead poets society,L157502,L157507,"1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
4. TODD to NEIL: You want me out...  is that what you're saying?
5. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.","Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.",listener_higher_power,high_respect,"Context:
1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
4. TODD to NEIL: You want me out...  is that what you're saying?
5. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.

Current turn:
Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.",TODD,NEIL,listener_higher_power,listener_higher_power,high_respect,high_respect
803,dead poets society,L157502,L157508,"1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
4. TODD to NEIL: You want me out...  is that what you're saying?
5. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.
6. TODD to NEIL: Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.",Why not?  Don't you think you could be?,speaker_higher_power,neutral_respect,"Context:
1. NEIL: None of what Mr. Keating has to say means shit to you, does it?
2. TODD to NEIL: What is that supposed to mean?
3. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
4. TODD to NEIL: You want me out...  is that what you're saying?
5. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.
6. TODD to NEIL: Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.

Current turn:
Why not?  Don't you think you could be?",NEIL,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
804,dead poets society,L157502,L157509,"1. TODD to NEIL: What is that supposed to mean?
2. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
3. TODD to NEIL: You want me out...  is that what you're saying?
4. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.
5. TODD to NEIL: Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.
6. NEIL to TODD: Why not?  Don't you think you could be?","No!  I don't know,  I'll probably never know.  The point is, there's nothing you can do about it so butt out, all right? I can take care of myself just fine.  All right?",roughly_equal_power,low_respect,"Context:
1. TODD to NEIL: What is that supposed to mean?
2. NEIL to TODD: Being in the club means being stirred up by things.  You look about as stirred up as a cesspool.
3. TODD to NEIL: You want me out...  is that what you're saying?
4. NEIL to TODD: No, I want you in.  But being in means you gotta do something.  Not just say you're in.
5. TODD to NEIL: Listen Neil, I appreciate your interest in me but I'm not like you.  When you say things, people pay attention.  People follow you.  I'm not like that.
6. NEIL to TODD: Why not?  Don't you think you could be?

Current turn:
No!  I don't know,  I'll probably never know.  The point is, there's nothing you can do about it so butt out, all right? I can take care of myself just fine.  All right?",TODD,NEIL,roughly_equal_power,roughly_equal_power,low_respect,low_respect
805,dead poets society,L157516,L157516,,"I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.",roughly_equal_power,neutral_respect,"Current turn:
I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.",CHARLIE,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
806,dead poets society,L157516,L157517,"1. CHARLIE: I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.",Needs Chris!  Must have Chris!,roughly_equal_power,neutral_respect,"Context:
1. CHARLIE: I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.

Current turn:
Needs Chris!  Must have Chris!",KNOX,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
807,dead poets society,L157516,L157518,"1. CHARLIE: I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.
2. KNOX to CHARLIE: Needs Chris!  Must have Chris!","Meeks, you're the brain here.  What do the dead poets say about somebody like me?",roughly_equal_power,neutral_respect,"Context:
1. CHARLIE: I feel like I've never been alive.  For years I've been risking nothing.  I have no idea what I am or what I want to do! Neil, you know you want to act.  Knox wants Chris.
2. KNOX to CHARLIE: Needs Chris!  Must have Chris!

Current turn:
Meeks, you're the brain here.  What do the dead poets say about somebody like me?",CHARLIE,KNOX,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
808,dead poets society,L157521,L157521,,"I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.",speaker_higher_power,neutral_respect,"Current turn:
I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.",CHARLIE,,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
809,dead poets society,L157521,L157522,"1. CHARLIE: I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.","Wait a minute, Charlie. This should belong to the club.",roughly_equal_power,neutral_respect,"Context:
1. CHARLIE: I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.

Current turn:
Wait a minute, Charlie. This should belong to the club.",PITTS,CHARLIE,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
810,dead poets society,L157521,L157523,"1. CHARLIE: I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.
2. PITTS to CHARLIE: Wait a minute, Charlie. This should belong to the club.","It should, but I found it and now I claim it.  carpe cavern, guys.  Seize the cave.",speaker_higher_power,neutral_respect,"Context:
1. CHARLIE: I hereby declare this the Charles Dalton Cave for Passionate Experimentation.  In the future, anyone wishing entry must have permission from me.
2. PITTS to CHARLIE: Wait a minute, Charlie. This should belong to the club.

Current turn:
It should, but I found it and now I claim it.  carpe cavern, guys.  Seize the cave.",CHARLIE,PITTS,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
811,dead poets society,L157547,L157547,,"Neil, how are you gonna do this?",roughly_equal_power,neutral_respect,"Current turn:
Neil, how are you gonna do this?",TODD,,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
812,dead poets society,L157547,L157549,"1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.",From you?,roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.

Current turn:
From you?",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
813,dead poets society,L157547,L157550,"1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.
3. TODD to NEIL: From you?",From my father and Nolan.,roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.
3. TODD to NEIL: From you?

Current turn:
From my father and Nolan.",NEIL,TODD,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
814,dead poets society,L157547,L157551,"1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.
3. TODD to NEIL: From you?
4. NEIL to TODD: From my father and Nolan.","Neil, you're not gonna...",roughly_equal_power,neutral_respect,"Context:
1. TODD: Neil, how are you gonna do this?
2. NEIL to TODD: Sssh.  That's what I'm taking care of. They need a letter of permission.
3. TODD to NEIL: From you?
4. NEIL to TODD: From my father and Nolan.

Current turn:
Neil, you're not gonna...",TODD,NEIL,roughly_equal_power,roughly_equal_power,neutral_respect,neutral_respect
815,dead poets society,L157556,L157556,,"And don't limit poetry to the word. Poetry can be found in a work of art, music, a photograph, in the way a meal is prepared--anything with the stuff of revelation in it.  It can exist in the most everyday things but it must never, never be ordinary  By all means, write about the sky or a girl's smile but when you do, let your poetry conjure up salvation day, doomsday, any day, I don't care, as long as it enlightens us, thrills us and--if it's inspired--makes us feel a bit immortal.",speaker_higher_power,neutral_respect,"Current turn:
And don't limit poetry to the word. Poetry can be found in a work of art, music, a photograph, in the way a meal is prepared--anything with the stuff of revelation in it.  It can exist in the most everyday things but it must never, never be ordinary  By all means, write about the sky or a girl's smile but when you do, let your poetry conjure up salvation day, doomsday, any day, I don't care, as long as it enlightens us, thrills us and--if it's inspired--makes us feel a bit immortal.",KEATING,,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
816,dead poets society,L157565,L157566,1. TODD: A yawp?,A barbaric yawp.,speaker_higher_power,neutral_respect,"Context:
1. TODD: A yawp?

Current turn:
A barbaric yawp.",KEATING,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
817,dead poets society,L157567,L157568,"1. KEATING: Good god, boy! Yell!",Yawp!,listener_higher_power,neutral_respect,"Context:
1. KEATING: Good god, boy! Yell!

Current turn:
Yawp!",TODD,KEATING,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
818,dead poets society,L157567,L157569,"1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!",Again!  Louder!,speaker_higher_power,neutral_respect,"Context:
1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!

Current turn:
Again!  Louder!",KEATING,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
819,dead poets society,L157567,L157570,"1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!",YAWP!,listener_higher_power,neutral_respect,"Context:
1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!

Current turn:
YAWP!",TODD,KEATING,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
820,dead poets society,L157567,L157571,"1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!
4. TODD to KEATING: YAWP!",LOUDER!,speaker_higher_power,neutral_respect,"Context:
1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!
4. TODD to KEATING: YAWP!

Current turn:
LOUDER!",KEATING,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
821,dead poets society,L157567,L157572,"1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!
4. TODD to KEATING: YAWP!
5. KEATING to TODD: LOUDER!",AHHHHHH!,listener_higher_power,neutral_respect,"Context:
1. KEATING: Good god, boy! Yell!
2. TODD to KEATING: Yawp!
3. KEATING to TODD: Again!  Louder!
4. TODD to KEATING: YAWP!
5. KEATING to TODD: LOUDER!

Current turn:
AHHHHHH!",TODD,KEATING,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
822,dead poets society,L157574,L157574,,"Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.",speaker_higher_power,neutral_respect,"Current turn:
Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.",KEATING,,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
823,dead poets society,L157574,L157576,"1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.",A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.,speaker_higher_power,neutral_respect,"Context:
1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.

Current turn:
A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.",KEATING,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
824,dead poets society,L157574,L157577,"1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.
3. KEATING to TODD: A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.",A crazy madman.,listener_higher_power,neutral_respect,"Context:
1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.
3. KEATING to TODD: A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.

Current turn:
A crazy madman.",TODD,KEATING,listener_higher_power,listener_higher_power,neutral_respect,neutral_respect
825,dead poets society,L157574,L157578,"1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.
3. KEATING to TODD: A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.
4. TODD to KEATING: A crazy madman.","Use your imagination!  First thing that pops to your mind, even if it's gibberish!",speaker_higher_power,neutral_respect,"Context:
1. KEATING: Todd, there's a picture of Whitman over the door.  What does he remind you Of? Quickly, Anderson, don't think about it.
2. TODD to KEATING: A madman.
3. KEATING to TODD: A madman.  Perhaps he was.  What kind of madman?  Don't think!  Answer.
4. TODD to KEATING: A crazy madman.

Current turn:
Use your imagination!  First thing that pops to your mind, even if it's gibberish!",KEATING,TODD,speaker_higher_power,speaker_higher_power,neutral_respect,neutral_respect
